Id,Label,publication_year,first_author,display_name,modularity_class,eigencentrality,cluster_label,betweenness
https://openalex.org/W1539274691,"NA, 1996",1996,NA,Freedom's law: the moral reading of the American Constitution,0,0.30186,Judicial review and constitutional rights,0
https://openalex.org/W1539454026,"Rosen, 2004",2004,Gideon Rosen,Skepticism about Moral Responsibility,2,0.042983,Responsibility,0
https://openalex.org/W1540195487,"Zimmerman, 2002",2002,Michael J. Zimmerman,Taking Luck Seriously,2,0.04909,Responsibility,1946
https://openalex.org/W1541703906,"Pereboom, 2001",2001,Derk Pereboom,Living without Free Will,2,0.082828,Responsibility,6404
https://openalex.org/W1544949079,"Waldron, 1999",1999,Jeremy Waldron,The dignity of legislation,0,0.181636,Judicial review and constitutional rights,0
https://openalex.org/W1547717991,"Waldron, 1994",1994,Jeremy Waldron,Vagueness in Law and Language: Some Philosophical Issues,5,0.049905,General jurisprudence,0
https://openalex.org/W1547775889,"Viehoff, 2014",2014,Daniel Viehoff,Democratic Equality and Political Authority,4,0.023641,Law and political theory,0
https://openalex.org/W1547788921,"Calabresi, 1961",1961,Guido Calabresi,Some Thoughts on Risk Distribution and the Law of Torts,19,0.10775,Torts / causation,0
https://openalex.org/W1548654059,"Hirsch, 1994",1994,Andrew von Hirsch,Censure and sanctions,15,0.134126,Punishment,0
https://openalex.org/W1550427443,"Morris, 1991",1991,Christopher W. Morris,Punishment and Loss of Moral Standing,15,0.002935,Punishment,0
https://openalex.org/W1557385649,"Hohfeld, 1917",1917,Wesley Newcomb Hohfeld,Fundamental Legal Conceptions as Applied in Judicial Reasoning,9,0.491361,Theory of rights,26609
https://openalex.org/W1558461042,"Marmor, 2005",2005,Andrei Marmor,Interpretation and Legal Theory,5,0.214069,General jurisprudence,0
https://openalex.org/W1560170356,"Fumerton, 2001",2001,Richard Fumerton,"Causation and the Law: Preemption, Lawful Sufficiency, and Causal Sufficiency",19,0.011462,Torts / causation,0
https://openalex.org/W1563041628,"Calabresi, 1975",1975,Guido Calabresi,"Concerning Cause and the Law of Torts: An Essay for Harry Kalven, Jr.",19,0.031632,Torts / causation,0
https://openalex.org/W1563201617,"Ross, 1959",1959,Alf Ross,On law and justice,5,0.158931,General jurisprudence,0
https://openalex.org/W1563715884,"Waluchow, 2007",2007,Wilfrid J. Waluchow,A common law theory of judicial review: the living tree,0,0.087279,Judicial review and constitutional rights,0
https://openalex.org/W1564062619,"Alexy, 1989",1989,Robert Alexy,A Theory of Legal Argumentation: The Theory of Rational Discourse as Theory of Legal Justification,5,0.098406,General jurisprudence,0
https://openalex.org/W1565174900,"Kelsen, 1991",1991,Hans Kelsen,General Theory of Norms,3,0.084277,Legal reasoning,709
https://openalex.org/W1568392343,"Kramer, 1999",1999,Matthew H. Kramer,In Defense of Legal Positivism: Law without Trimmings,5,0.232742,General jurisprudence,0
https://openalex.org/W1571603731,"Frank, 1931",1931,John P. Frank,Law and the modern mind,5,0.258644,General jurisprudence,0
https://openalex.org/W1578179010,"Sapolsky, 2004",2004,Robert M. Sapolsky,The frontal cortex and the criminal justice system,2,0.006734,Responsibility,0
https://openalex.org/W1580510701,"Beatty, 2004",2004,David M. Beatty,The Ultimate Rule of Law,0,0.11832,Judicial review and constitutional rights,1990
https://openalex.org/W1582040817,"Enoch, 2012",2012,David Enoch,"Statistical Evidence, Sensitivity, and the Legal Value of Knowledge",10,0.007281,Evidence and proof,7
https://openalex.org/W1582197671,"Dworkin, 2011",2011,Ronald Dworkin,Justice for Hedgehogs,5,0.433904,General jurisprudence,18097
https://openalex.org/W1590467032,"Kahan, 1996",1996,Dan M. Kahan,Two Conceptions of Emotion in Criminal Law,20,0.011405,Justifications and excuses,0
https://openalex.org/W1592795557,"Murphy, 1987",1987,Jeffrie G. Murphy,Does Kant Have a Theory of Punishment?,15,0.021879,Punishment,0
https://openalex.org/W1594094994,"Fiss, 1982",1982,Owen M. Fiss,Objectivity and Interpretation,5,0.180399,General jurisprudence,0
https://openalex.org/W1595012795,"Austin, 2017",2017,John Austin,The Province of Jurisprudence Determined,5,0.500683,General jurisprudence,14
https://openalex.org/W1597362725,"Sunstein, 1996",1996,Cass R. Sunstein,Legal reasoning and political conflict,5,0.142745,General jurisprudence,0
https://openalex.org/W1598548519,"Raz, 2011",2011,Joseph Raz,From Normativity to Responsibility,2,0.045078,Responsibility,360
https://openalex.org/W1603082488,"Letsas, 2007",2007,George Letsas,A Theory of Interpretation of the European Convention on Human Rights,0,0.084319,Judicial review and constitutional rights,0
https://openalex.org/W1606436076,"Markovits, 2004",2004,Daniel Markovits,Contract and Collaboration,9,0.002728,Theory of rights,0
https://openalex.org/W1711204715,"Wallace, 2010",2010,R. Jay Wallace,"Hypocrisy, Moral Address, and the Equal Standing of Persons",6,0.014532,NA,0
https://openalex.org/W173038773,"Jackson, 2000",2000,Frank Jackson,From Metaphysics to Ethics,5,0.063536,General jurisprudence,0
https://openalex.org/W174389237,"Sunstein, 1993",1993,Cass R. Sunstein,On Analogical Reasoning,3,0.07567,Legal reasoning,0
https://openalex.org/W1754088298,"Merrill, 2001",2001,Thomas W. Merrill,What Happened to Property in Law and Economics?,9,0.031476,Theory of rights,0
https://openalex.org/W175463262,"Raz, 1970",1970,Joseph Raz,The concept of a legal system,5,0.190265,General jurisprudence,0
https://openalex.org/W1780578637,"Fletcher, 1994",1994,George P. Fletcher,On the Moral Irrelevance of Bodily Movements,19,0.019279,Torts / causation,0
https://openalex.org/W1783030812,"NA, 1989",1989,NA,The authority of the State,5,0.148363,General jurisprudence,0
https://openalex.org/W1814366986,"Green, 1991",1991,Leslie Green,Two Views of Collective Rights,4,0.021901,Law and political theory,0
https://openalex.org/W181618895,"Cormick, 1986",1986,Neil MacCormick,An Institutional Theory of Law,5,0.276027,General jurisprudence,703
https://openalex.org/W1843303664,"Webber, 2009",2009,Grégoire Webber,The Negotiable Constitution: On the Limitation of Rights,0,0.033539,Judicial review and constitutional rights,0
https://openalex.org/W1846881622,"Bellamy, 2007",2007,Richard Bellamy,Political Constitutionalism: A Republican Defence of the Constitutionality of Democracy,0,0.235063,Judicial review and constitutional rights,1585
https://openalex.org/W1858207329,"Klabbers, 2009",2009,Jan Klabbers,The Constitutionalization of International Law,12,0.055458,International law,0
https://openalex.org/W1861011270,"Loughlin, 2010",2010,Martin Loughlin,Foundations of Public Law,12,0.040337,International law,0
https://openalex.org/W1898777572,"Krisch, 2011",2011,Nico Krisch,Who is Afraid of Radical Pluralism? Legal Order and Political Stability in the Postnational Space*,12,0.001867,International law,0
https://openalex.org/W1899358847,"Applbaum, 2010",2010,Arthur Isak Applbaum,Legitimacy without the Duty to Obey,4,0.032955,Law and political theory,0
https://openalex.org/W1915762082,"Merrill, 2000",2000,Thomas W. Merrill,Optimal Standardization in the Law of Property: The Numerus Clausus Principle,9,0.028725,Theory of rights,0
https://openalex.org/W1949741859,"Nelkin, 2013",2013,Dana Kay Nelkin,"So Close, Yet So Far: Why Solutions to the Closeness Problem for the Doctrine of Double Effect Fall Short",8,0.002231,War and killing,0
https://openalex.org/W1962176859,"Alexander, 2008",2008,Larry Alexander,Demystifying Legal Reasoning,3,0.107095,Legal reasoning,0
https://openalex.org/W1963995633,"Bratman, 1984",1984,Michael E. Bratman,Two Faces of Intention,19,0.009714,Torts / causation,0
https://openalex.org/W1965823236,"Perry, 1987",1987,Stephen R. Perry,"JUDICIAL OBLIGATION, PRECEDENT AND THE COMMON LAW",5,0.072115,General jurisprudence,0
https://openalex.org/W1967015803,"Lewis, 2008",2008,David Lewis,Are we free to break the laws?,2,0.017522,Responsibility,0
https://openalex.org/W1967124739,"Alexander, 1996",1996,Larry Alexander,The Moral Magic of Consent (II),18,0.001993,Consent,0
https://openalex.org/W1967260891,"Bose, 1997",1997,Prosenjit Bose,The Good of Marriage and the Morality of Sexual Relations: Some Philosophical and Historical Observations,17,0.002331,Natural law,0
https://openalex.org/W1967450494,"Beres, 2007",2007,Melanie Beres,‘Spontaneous’ Sexual Consent: An Analysis of Sexual Consent Literature,18,0.001522,Consent,1420
https://openalex.org/W1968094512,"Bulygin, 1992",1992,Eugenio Bulygin,On norms of competence,3,0.048365,Legal reasoning,0
https://openalex.org/W1971827776,"Letsas, 2006",2006,George Letsas,Two Concepts of the Margin of Appreciation,0,0.034632,Judicial review and constitutional rights,0
https://openalex.org/W1972471114,"Forst, 2010",2010,Rainer Forst,The Justification of Human Rights and the Basic Right to Justification: A Reflexive Approach,9,0.027732,Theory of rights,0
https://openalex.org/W1974237129,"Fischer, 1993",1993,John Martin Fischer,"Quinn on Double Effect: The Problem of ""Closeness""",8,0.005213,War and killing,710
https://openalex.org/W1974412448,"Kramer, 2010",2010,Matthew J. Kramer,Refining the Interest Theory of Rights,9,0.035275,Theory of rights,0
https://openalex.org/W1975154664,"Scanlon, 2013",2013,T. M. Scanlon,Giving desert its due,2,0.030183,Responsibility,0
https://openalex.org/W1975192395,"George, 1999",1999,Robert P. George,In Defense of Natural Law,17,0.05161,Natural law,0
https://openalex.org/W1975710200,"Simmons, 1981",1981,A. John Simmons,Moral Principles and Political Obligations.,5,0.295416,General jurisprudence,0
https://openalex.org/W1975824152,"Marmor, 2008",2008,Andrei Marmor,The Pragmatics of Legal Language,5,0.006406,General jurisprudence,0
https://openalex.org/W1975959592,"Morris, 1968",1968,Herbert Morris,Persons and Punishment,15,0.175131,Punishment,5912
https://openalex.org/W1976083926,"Griffith, 1979",1979,J. A. G. Griffith,The Political Constitution*,0,0.071927,Judicial review and constitutional rights,0
https://openalex.org/W1976156251,"Duff, 2010",2010,R. A. Duff,"BLAME, MORAL STANDING AND THE LEGITIMACY OF THE CRIMINAL TRIAL",6,0.012694,NA,292
https://openalex.org/W1976214767,"Duff, 1998",1998,R. A. Duff,"Law, language and community: some preconditions of criminal liability",15,0.012331,Punishment,710
https://openalex.org/W1976613925,"Zimmerman, 1987",1987,Michael J. Zimmerman,Luck and Moral Responsibility,2,0.029067,Responsibility,711
https://openalex.org/W1976729917,"Dowe, 2001",2001,Phil Dowe,A Counterfactual Theory of Prevention and 'Causation' by Omission,19,0.015561,Torts / causation,0
https://openalex.org/W1977927756,"Maibom, 2008",2008,Heidi L. Maibom,"The Mad, the Bad, and the Psychopath",2,0.005883,Responsibility,0
https://openalex.org/W1979758634,"Matravers, 2006",2006,Matt Matravers,‘Who’s Still Standing?’ A Comment on Antony Duff’s Preconditions of Criminal Liability,6,0.001677,NA,0
https://openalex.org/W1980315820,"Dworkin, 2004",2004,Ronald Dworkin,Hart's Postscript and the Character of Political Philosophy,5,0.170286,General jurisprudence,0
https://openalex.org/W1980782361,"Epstein, 1974",1974,Richard A. Epstein,Defenses and Subsequent Pleas in a System of Strict Liability,19,0.008487,Torts / causation,0
https://openalex.org/W1981074040,"Patrick, 2006",2006,William J. FitzPatrick,The Intend/Foresee Distinction and the Problem of “Closeness”,8,0.010303,War and killing,0
https://openalex.org/W1981788994,"Thomson, 1990",1990,James Thomson,The Realm of Rights,9,0.148606,Theory of rights,0
https://openalex.org/W1982523722,"Cormick, 1971",1971,D. N. MacCormick,The Concept of a Legal System: An Introduction to the Theory of Legal System.,5,0.152446,General jurisprudence,0
https://openalex.org/W1982651933,"French, 1984",1984,Peter A. French,Collective and Corporate Responsibility,19,0.075274,Torts / causation,210
https://openalex.org/W1983025967,"Wellman, 2012",2012,Christopher Heath Wellman,The Rights Forfeiture Theory of Punishment,15,0.007446,Punishment,0
https://openalex.org/W1983699023,"Thigpen, 1990",1990,Robert B. Thigpen,"Liberalism, Community, and Culture",4,0.221437,Law and political theory,255
https://openalex.org/W1984025373,"James, 2005",2005,Aaron James,Constructing Justice for Existing Practice: Rawls and the Status Quo,4,0.034778,Law and political theory,0
https://openalex.org/W1984999953,"Nelkin, 2012",2012,Dana Kay Nelkin,Three Cheers for Double Effect,8,0.006458,War and killing,0
https://openalex.org/W1985968075,"Coleman, 1982",1982,Jules L. Coleman,Negative and Positive Positivism,5,0.217425,General jurisprudence,711
https://openalex.org/W1986739574,"Paulson, 1992",1992,Stanley L. Paulson,The Neo-Kantian Dimension of Kelsen's Pure Theory of Law,5,0.029556,General jurisprudence,0
https://openalex.org/W1987468100,"Fuller, 1969",1969,Lon L. Fuller,Human Interaction and the Law,5,0.057513,General jurisprudence,0
https://openalex.org/W1987984014,"Frowe, 2009",2009,Helen Frowe,A Practical Account of Self-Defence,8,0.005289,War and killing,0
https://openalex.org/W1988208978,"Kymlicka, 1989",1989,Will Kymlicka,Liberal Individualism and Liberal Neutrality,4,0.117408,Law and political theory,0
https://openalex.org/W198849153,"Cormick, 1972",1972,Neil MacCormick,Voluntary Obligations and Normative Powers,9,0.089769,Theory of rights,0
https://openalex.org/W1989374108,"Sreenivasan, 2005",2005,Gopal Sreenivasan,A Hybrid Theory of Claim-Rights,9,0.049575,Theory of rights,0
https://openalex.org/W1990328343,"Postema, 1982",1982,Gerald J. Postema,Coordination and Convention at the Foundations of Law,5,0.256041,General jurisprudence,0
https://openalex.org/W1990362375,"Simmonds, 2007",2007,N. E. Simmonds,Law as a Moral Idea,5,0.173159,General jurisprudence,0
https://openalex.org/W1990904714,"Kaplow, 1994",1994,Louis Kaplow,Why the Legal System Is Less Efficient than the Income Tax in Redistributing Income,9,0.012898,Theory of rights,1
https://openalex.org/W1990990149,"Sadurski, 1989",1989,Wojciech Sadurski,"Theory of punishment, social justice, and liberal neutrality",15,0.02042,Punishment,0
https://openalex.org/W1994326792,"Thomasson, 2003",2003,Amie L. Thomasson,Realism and Human Kinds,17,0.007759,Natural law,0
https://openalex.org/W1994534805,"Williams, 1988",1988,Glanville Williams,The Logic of “Exceptions”,20,0.003198,Justifications and excuses,0
https://openalex.org/W1996138251,"Kaufman, 2004",2004,Whitley Kaufman,Is there a “right” to self‐defense?,20,0.003273,Justifications and excuses,0
https://openalex.org/W1996659825,"Macedo, 1997",1997,Stephen Macedo,In Defense of Liberal Public Reason: are Slavery and Abortion Hard Cases?,4,0.010399,Law and political theory,0
https://openalex.org/W1997782454,"Intyre, 2001",2001,Alison McIntyre,Doing Away with Double Effect,8,0.010445,War and killing,700
https://openalex.org/W1999165976,"Allan, 2004",2004,T. R. S. Allan,"LEGISLATIVE SUPREMACY AND LEGISLATIVE INTENTION: INTERPRETATION, MEANING, AND AUTHORITY",0,0.017651,Judicial review and constitutional rights,0
https://openalex.org/W1999532401,"Coleman, 1998",1998,Jules L. Coleman,"Incorporationism, Conventionality, and the Practical Difference Thesis",5,0.196346,General jurisprudence,0
https://openalex.org/W200124229,"Tribe, 1971",1971,Laurence H. Tribe,Trial by Mathematics: Precision and Ritual in the Legal Process,10,0.020335,Evidence and proof,11873
https://openalex.org/W2001282989,"Dagger, 1993",1993,Richard Dagger,Playing Fair with Punishment,15,0.057607,Punishment,0
https://openalex.org/W2001594127,"Hieronymi, 2006",2006,Pamela Hieronymi,Responsibility for believing,2,0.021407,Responsibility,0
https://openalex.org/W2002788212,"Braithwaite, 1999",1999,John Braithwaite,Restorative Justice: Assessing Optimistic and Pessimistic Accounts,15,0.008474,Punishment,0
https://openalex.org/W2004265956,"Husak, 2005",2005,Douglas Husak,On the Supposed Priority of Justification to Excuse,20,0.003855,Justifications and excuses,0
https://openalex.org/W2006291010,"Horder, 1993",1993,Jeremy Horder,Criminal culpability: The possibility of a general theory,20,7.09e-4,Justifications and excuses,0
https://openalex.org/W2008168692,"King, 2009",2009,Matt King,The Problem with Negligence,2,0.018093,Responsibility,0
https://openalex.org/W2009243336,"Strawson, 1994",1994,Galen Strawson,The impossibility of moral responsibility,2,0.066369,Responsibility,2322
https://openalex.org/W2009439209,"Alexy, 2013",2013,Robert Alexy,Some Reflections on the Ideal Dimension of Law and on the Legal Philosophy of John Finnis,7,0.004441,Non-positivism (Alexy & Radbruch),0
https://openalex.org/W2009596531,"Mahan, 1994",1994,Jeff McMahan,Self-Defense and the Problem of the Innocent Attacker,8,0.010352,War and killing,0
https://openalex.org/W2009741018,"Alexy, 1990",1990,Robert Alexy,The Concept of Coherence and Its Significance for Discursive Rationality,5,0.012649,General jurisprudence,0
https://openalex.org/W2009896285,"Schauer, 2010",2010,Frederick Schauer,Was Austin Right After All? On the Role of Sanctions in a Theory of Law,4,0.057895,Law and political theory,710
https://openalex.org/W2010849541,"Summers, 1993",1993,Robert W. Summers,A Formal Theory of the Rule of Law*,5,0.063962,General jurisprudence,0
https://openalex.org/W2011498050,"Shoemaker, 2007",2007,David Shoemaker,"Moral Address, Moral Responsibility, and the Boundaries of the Moral Community",2,0.021628,Responsibility,0
https://openalex.org/W2012297130,"Habermas, 2003",2003,Jürgen Habermas,"On Law and Disagreement. Some Comments on ""Interpretative Pluralism""",12,0.00535,International law,0
https://openalex.org/W2012751363,"Cormick, 1998",1998,Neil MacCormick,Review article. Risking constitutional collision in Europe?,12,0.006997,International law,0
https://openalex.org/W2013396264,"Cormick, 1993",1993,Neil MacCormick,Beyond the Sovereign State,12,0.060689,International law,641
https://openalex.org/W2014010033,"Green, 1983",1983,Leslie Green,"LAW, CO-ORDINATION AND THE COMMON GOOD",5,0.02942,General jurisprudence,0
https://openalex.org/W2014772536,"Plunkett, 2012",2012,David Plunkett,A POSITIVIST ROUTE FOR EXPLAINING HOW FACTS MAKE LAW,5,0.007794,General jurisprudence,0
https://openalex.org/W2016325035,"Zedner, 2007",2007,Lucia Zedner,Pre-crime and post-criminology?,16,0.001543,Risk and prevention in criminal law,2352
https://openalex.org/W2016826192,"Finnis, 1983",1983,John Finnis,Natural Law and Natural Rights.,5,0.675596,General jurisprudence,6014
https://openalex.org/W2018150336,"Waldron, 2002",2002,Jeremy Waldron,Is the Rule of Law an Essentially Contested Concept (In Florida)?,5,0.224258,General jurisprudence,0
https://openalex.org/W2018986083,"Eser, 1976",1976,Albin Eser,Justification and Excuse,20,0.002669,Justifications and excuses,0
https://openalex.org/W2021695404,"Dworkin, 1996",1996,Ronald Dworkin,Objectivity and Truth: You'd Better Believe It,5,0.180812,General jurisprudence,0
https://openalex.org/W2022049923,"Borgo, 1979",1979,John Borgo,Causal Paradigms in Tort Law,19,0.025751,Torts / causation,0
https://openalex.org/W2022829934,"Levy, 2012",2012,Neil Levy,Skepticism and Sanction: The Benefits of Rejecting Moral Responsibility,2,0.011199,Responsibility,0
https://openalex.org/W2023238833,"Brady, 1982",1982,Gordon L. Brady,Social Justice in the Liberal State,4,0.16781,Law and political theory,0
https://openalex.org/W2023270709,"Zimmerman, 1997",1997,Michael J. Zimmerman,Moral Responsibility and Ignorance,2,0.041932,Responsibility,1
https://openalex.org/W2024102269,"Prakken, 1996",1996,Henry Prakken,A dialectical model of assessing conflicting arguments in legal reasoning,3,0.098173,Legal reasoning,695
https://openalex.org/W2024318497,"Capon, 2003",2003,Trevor Bench-Capon,A model of legal reasoning with cases incorporating theories and values,3,0.045295,Legal reasoning,3879
https://openalex.org/W2025294665,"Buchanan, 2002",2002,Allen Buchanan,Political Legitimacy and Democracy,4,0.129992,Law and political theory,0
https://openalex.org/W2026133433,"Feinberg, 1970",1970,Joel Feinberg,The nature and value of rights,9,0.142849,Theory of rights,0
https://openalex.org/W2027019383,"Ashworth, 2007",2007,Andrew Ashworth,"Defending the Criminal Law: Reflections on the Changing Character of Crime, Procedure, and Sanctions",16,3.62e-4,Risk and prevention in criminal law,0
https://openalex.org/W2027539909,"Kolodny, 2003",2003,Niko Kolodny,Promises and Practices Revisited,9,0.043745,Theory of rights,0
https://openalex.org/W2028501282,"Habermas, 2001",2001,Jürgen Habermas,Constitutional Democracy,12,0.120697,International law,240
https://openalex.org/W2029888259,"Bentham, 1970",1970,Jeremy Bentham,Of laws in general,5,0.198176,General jurisprudence,0
https://openalex.org/W2030110443,"Chau, 2012",2012,Peter Chau,Duff on the Legitimacy of Punishment of Socially Deprived Offenders,6,9.95e-4,NA,0
https://openalex.org/W2032902905,"Christiano, 2004",2004,Thomas Christiano,The Authority of Democracy*,4,0.078328,Law and political theory,247
https://openalex.org/W2032998746,"Pineau, 1989",1989,Lois Pineau,Date rape: A feminist analysis,18,6.22e-4,Consent,0
https://openalex.org/W2034234218,"Brison, 1998",1998,Susan J. Brison,The Autonomy Defense of Free Speech,13,0.020887,Hate speech,706
https://openalex.org/W2034903527,"Bennett, 2002",2002,Christopher Bennett,The Varieties of Retributive Experience,2,0.038636,Responsibility,0
https://openalex.org/W2035148892,"Shapiro, 2000",2000,Scott Shapiro,"LAW, MORALITY, AND THE GUIDANCE OF CONDUCT",5,0.042872,General jurisprudence,0
https://openalex.org/W2037679771,"Thomson, 1999",1999,James Thomson,Physician‐Assisted Suicide: Two Moral Arguments,8,0.010746,War and killing,708
https://openalex.org/W2038041537,"Epstein, 1973",1973,Richard A. Epstein,A Theory of Strict Liability,19,0.171348,Torts / causation,2131
https://openalex.org/W2038608783,"Barnett, 1977",1977,Randy E. Barnett,Restitution: A New Paradigm of Criminal Justice,15,0.036021,Punishment,708
https://openalex.org/W2038692525,"Davis, 1986",1986,Michael Davis,Why attempts deserve less punishment than complete crimes,2,0.002824,Responsibility,0
https://openalex.org/W2038736395,"Scoccia, 2007",2007,Danny Scoccia,In Defense of Hard Paternalism,4,8.27e-4,Law and political theory,0
https://openalex.org/W2039168968,"Hare, 1982",1982,R. M. Hare,"Moral Thinking: Its Levels, Methods and Point",5,0.106192,General jurisprudence,0
https://openalex.org/W2039237131,"Alexy, 2008",2008,Robert Alexy,On the Concept and the Nature of Law,7,0.081769,Non-positivism (Alexy & Radbruch),6
