id,Label
https://openalex.org/W1997477862,Why Punish War Crimes? Victor’s Justice and Expressive Justifications of Punishment
https://openalex.org/W2021683802,The Philosophy of Criminal Law: Extending the Debates
https://openalex.org/W2469236851,The Global Turn in Legal Theory
https://openalex.org/W2475342199,International Courts and Tribunals and Their Linguistic Practices: A Communities of Practice Approach
https://openalex.org/W2489309582,A Virtue-Centered Account of Equity and the Rule of Law
https://openalex.org/W1104365280,"Eliminative Materialism, Neuroscience and the Criminal Law"
https://openalex.org/W2072193593,Legal Reality: A Naturalist Approach to Legal Ontology
https://openalex.org/W2055510916,The hybrid nature of promissory obligation
https://openalex.org/W2065800506,The value of a promise
https://openalex.org/W2167187158,RESPONSIBILITIES FOR HATEFUL SPEECH
https://openalex.org/W3122769780,In Defense of Classical Natural Law in Legal Theory: Why Unjust Law is No Law at All
https://openalex.org/W3122988315,Punishment without a Sovereign? The Ius Puniendi Issue of International Criminal Law: A First Contribution towards a Consistent Theory of International Criminal Law
https://openalex.org/W1537940627,"Quid juris? Quid facti?: D’une nouvelle tentative de relever une opposition capitale: Jean-Renaud Seba, Le partage de l’empirique et du transcendantal. Essai sur la normativité de la raison: Kant, Hegel, Husserl. Bruxelles, Éditions Ousia, 2006, 440 pp., 24 Euros, ISBN 978-2-87060-126-6"
https://openalex.org/W1769728822,"Stellenindex und Konkordanz zum Naturrecht Feyerabend, Teilband I: Einleitung des Naturrechts Feyerabend"
https://openalex.org/W1986739574,The Neo-Kantian Dimension of Kelsen's Pure Theory of Law
https://openalex.org/W1990094989,"Free Choice, Incomparably Valuable Options, and Incommensurable Categories of Good"
https://openalex.org/W2042181850,Leading a Life of its Own? The Roles of Reasonable Expectation in Contract Law
https://openalex.org/W2047379627,The Tribunal of Reason: Kant and the Juridical Nature of Pure Reason
https://openalex.org/W2104802723,The missing link revisited: The role of teleology in representing legal argument
https://openalex.org/W2138293185,Methodology in jurisprudence
https://openalex.org/W2494846613,Scanlon on Promising
https://openalex.org/W2518180052,The Duty to Disobey Immigration Law
https://openalex.org/W2003617475,"Natural Law, Tragedy, and Theological Ethics"
https://openalex.org/W2007395894,The Two Levels in Natural Law Thinking
https://openalex.org/W2010738252,Lex Iniusta Non Est Lex: Laws on Trial in Aquinas' Court of Conscience
https://openalex.org/W2014724534,The Place of Religion in the Practical Reasoning of Individuals and Groups
https://openalex.org/W2038655856,The Aristotelian Spoudaios as Ethical Exemplar in Finnis’s Natural Law Theory
https://openalex.org/W2128056979,Obligation and Consent—I
https://openalex.org/W2465252952,Subsidiarity in International Human Rights Law—What is Subsidiary about Human Rights?
https://openalex.org/W2797922323,Authority and Consent
https://openalex.org/W3123566833,Natural Law Beyond Finnis
https://openalex.org/W1592959975,Dialectical models in artificial intelligence and law
https://openalex.org/W167529319,Bad samaritan laws: More hype than help?
https://openalex.org/W1899358847,Legitimacy without the Duty to Obey
https://openalex.org/W1974009048,Does Free Exercise of Religion Deserve Constitutional Mention
https://openalex.org/W2004624139,The Justification of Punishment
https://openalex.org/W2013196653,The Role of Subjective Benefit in the Law of Unjust Enrichment
https://openalex.org/W2020523815,On Difference and Equality
https://openalex.org/W2022880160,Do Philosophy and Sociology Mix? A Non-Essentialist Socio-Legal Positivist Analysis of the Concept of Law
https://openalex.org/W2023796327,FINNIS ON THE AUTHORITY OF LAW AND THE COMMON GOOD
https://openalex.org/W2039237131,On the Concept and the Nature of Law
https://openalex.org/W2040207198,The Principles of Natural Law
https://openalex.org/W2057916492,Two Liberal Fallacies in the Hate Crimes Debate
https://openalex.org/W2080647564,Liability for the Bad Behaviour of Others
https://openalex.org/W2142352953,"NATURAL LAW JURISPRUDENCE"
https://openalex.org/W2397389185,"The Forces of Law: Duty, Coercion, and Power"
https://openalex.org/W1541077798,Rawls's Political Liberalism. A Reassessment
https://openalex.org/W1963817009,Islands in a sea of obligation: Limits of the duty to rescue
https://openalex.org/W1976902801,A factor-based definition of precedential constraint
https://openalex.org/W1980315820,Hart's Postscript and the Character of Political Philosophy
https://openalex.org/W1980367553,A Systematic Approach to “Unjust” and “Unjustified” Enrichment
https://openalex.org/W1985670447,The Priority of Persons Revisited
https://openalex.org/W1997394816,Political Obligation and the Natural Duties of Justice
https://openalex.org/W2022829934,Skepticism and Sanction: The Benefits of Rejecting Moral Responsibility
https://openalex.org/W2060483271,Statutory Lawlessness and Supra-Statutory Law (1946)
https://openalex.org/W2074839066,Law and Exclusionary Reasons
https://openalex.org/W2076483551,Grounding the Rule of Law
https://openalex.org/W2080433285,"Practical Principles, Moral Truth, and Ultimate Ends"
https://openalex.org/W2260430845,Toward a Libertarian Theory of Guilt and Punishment for the Crime of Statism
https://openalex.org/W2274821182,Two Unhappy Dilemmas for Natural Law Jurisprudence
https://openalex.org/W2284105538,Jurisprudence and Necessity
https://openalex.org/W2345356232,Corrective Justice and Correlativity in Private Law
https://openalex.org/W2479717040,The Law of Construction Privileges: Corrective Justice or Distributive Justice?
https://openalex.org/W2484092780,Revolutions and Constitutions: Hannah Arendt’s Challenge to Carl Schmitt
https://openalex.org/W3122191327,Religion and State: Some Main Issues and Sources
https://openalex.org/W3124647534,Three Human Rights Agendas
https://openalex.org/W3125815959,Critical Reception of Raz’s Theory of Authority
https://openalex.org/W1543073428,Ours is a broad church: indirectly evaluative legal philosophy as a facet of jurisprudential inquiry
https://openalex.org/W1582040817,"Statistical Evidence, Sensitivity, and the Legal Value of Knowledge"
https://openalex.org/W2013856339,Fusion of Descriptive and Normative Propositions. The Concepts of ‘Descriptive Proposition’ and ‘Normative Proposition’ as Concepts of Degree
https://openalex.org/W2018171748,"Conscience, Religion and the State"
https://openalex.org/W2082455105,Two Views of the Nature of the Theory of Law: A Partial Comparison
https://openalex.org/W2100444068,The dual nature of law
https://openalex.org/W2109755782,IS FINNIS WRONG
https://openalex.org/W2133882944,"Authority, Law and Morality"
https://openalex.org/W2484743188,Authority for Officials
https://openalex.org/W2488052566,Hostis Not Inimicus: Toward a Theory of the Public in the Work of Carl Schmitt
https://openalex.org/W2488213963,Carl Schmitt on Sovereignty and Constituent Power
https://openalex.org/W2583925548,"A Defense of Free Will Skepticism: Replies to Commentaries by Victor Tadros, Saul Smilansky, Michael McKenna, and Alfred R. Mele on Free Will, Agency, and Meaning in Life"
https://openalex.org/W2586887456,“A New Philosophy for International Law” and Dworkin’s Political Realism
https://openalex.org/W2801922534,On The Pure Theory of Law
https://openalex.org/W3122136899,INCORPORATION BY LAW
https://openalex.org/W3122350046,The Authorisation of Coercive Enforcement Mechanisms as a Conceptually Necessary Feature of Law
https://openalex.org/W3124227268,Grounds of Law and Legal Theory: A Response
https://openalex.org/W3124890643,Revisiting Dworkin’s Philosophy of International Law: Could the Hedgehog Have Done It Any Other Way?
https://openalex.org/W3125519293,HLA Hart and the Making of the New Natural Law Theory
https://openalex.org/W103431794,International Law and Morality in the Theory of Secession
https://openalex.org/W1515411761,Beyond the Law-State: The Adequacy of Raz's Account of Legal Systems in Explaining Intra-State and Supra-State Legality
https://openalex.org/W1824344077,Jurisprudence and Psychology
https://openalex.org/W1976156251,"BLAME, MORAL STANDING AND THE LEGITIMACY OF THE CRIMINAL TRIAL"
https://openalex.org/W1976412163,The Conceptual Priority of Injustice
https://openalex.org/W1986160508,Justifying the State
https://openalex.org/W1988472857,A modest notion of coherence in legal reasoning: A model for the European Court of Justice
https://openalex.org/W2000816222,Reliance and Obligation
https://openalex.org/W2026693267,Associative Allegiances and Political Obligations
https://openalex.org/W2029572668,A POSSIBLE GROUND OF POLITICAL OBLIGATION
https://openalex.org/W2037858848,"Victims, Resistance, and Civilized Oppression"
https://openalex.org/W2057030693,"Disobedience, Civil and Otherwise"
https://openalex.org/W2058869240,"What can one expect from logic in the law?: Not everything, but more than something: a reply to Susan Haack"
https://openalex.org/W2062287837,Alexy's Thesis of the Necessary Connection between Law and Morality*
https://openalex.org/W2076011843,In Defence of Infringement
https://openalex.org/W2087843564,Arguments and cases: An inevitable intertwining
https://openalex.org/W2092211998,Direct Brain Interventions and Responsibility Enhancement
https://openalex.org/W2094397223,Lesser Evils: A Closer Look at the Paradigmatic Justification
https://openalex.org/W2117437140,Sharing the costs of political injustices
https://openalex.org/W2117781069,An empirical investigation of reasoning with legal cases through theory construction and application
https://openalex.org/W2125667731,The appeal and danger of a new refugee convention
https://openalex.org/W2142954222,DO PRECEDENTS CREATE RULES
https://openalex.org/W2313820734,Group Membership and Political Obligation
https://openalex.org/W2494253397,Hart and the Principles of Legality
https://openalex.org/W2497952953,Hobbes and the Law: The equal extent of natural and civil law
https://openalex.org/W2621059063,"Legal positivism, conventionalism, and the normativity of law"
https://openalex.org/W2765247058,Can There Be an Artifact Theory of Law
https://openalex.org/W3121967074,Asking Why in the Study of Human Affairs
https://openalex.org/W3122680063,LEGAL FORMALISM AND LEGAL REALISM: WHAT IS THE ISSUE?
https://openalex.org/W3122954224,Schauer's Anti-Essentialism
https://openalex.org/W3123211634,Legal Statements and Normative Language
https://openalex.org/W3123685341,Final Authority To Bind With Moral Mistakes: On The Explanatory Potential Of Inclusive Legal Positivism
https://openalex.org/W3125036682,Dworkin on International Law: Not Much of a Legacy?
https://openalex.org/W3125380225,Beyond the Hart/Dworkin Debate: The Methodology Problem in Jurisprudence
https://openalex.org/W1486267044,"The role of context in case-based legal reasoning: teleological, temporal, and procedural"
https://openalex.org/W1566598272,Teleological arguments and theory-based dialectics
https://openalex.org/W1603024916,Transparency and doubt: Understanding and interpretation in pragmatics and in law
https://openalex.org/W1879898357,The Pleadings Game: an exercise in computational dialectics
https://openalex.org/W1966400125,On conflicts between rights
https://openalex.org/W1974547581,Review article. Arriving at a defensible periodization of Hans Kelsen's legal theory
https://openalex.org/W1975824152,The pragmatics of legal language
https://openalex.org/W1985723339,Introduction to special issue on modelling Popov v. Hayashi
https://openalex.org/W1987984014,A Practical Account of Self-Defence
https://openalex.org/W1990215664,Legal validity and the infinite regress
https://openalex.org/W1990714369,A Moral Predicament in the Criminal Law
https://openalex.org/W1993066664,"Criminal Remedies: Restitution, Punishment, or Both?"
https://openalex.org/W2003805585,Rationales and argument moves
https://openalex.org/W2004265956,On the Supposed Priority of Justification to Excuse
https://openalex.org/W2006291010,Criminal culpability: The possibility of a general theory
https://openalex.org/W2007935474,Legitimate Authority Without Political Obligation
https://openalex.org/W2014772536,A POSITIVIST ROUTE FOR EXPLAINING HOW FACTS MAKE LAW
https://openalex.org/W2025696433,"Liberalism, communitarianism, and group rights"
https://openalex.org/W2033419740,Negligence and Moral Responsibility
https://openalex.org/W2038623614,"Crimes Against Minds: On Mental Manipulations, Harms and a Human Right to Mental Self-Determination"
https://openalex.org/W2049126431,"Fair Play, Political Obligation, and Punishment"
https://openalex.org/W2049352959,"Dignity, Harm, and Hate Speech"
https://openalex.org/W2057257255,A Defense of International Criminal Law
https://openalex.org/W2063755273,Exploring the Intricacies of the Lesser Evils Defense
https://openalex.org/W2066904852,Specifying Rights Out of Necessity
https://openalex.org/W2074102698,Coordination and the moral obligation to obey the law
https://openalex.org/W2074687777,Appropriate Responses and Preventive Benefits: Justifying Censure and Hard Treatment in Legal Punishment.
https://openalex.org/W2092703685,Doing justice to rights and values: teleological reasoning and proportionality
https://openalex.org/W2210378618,Legal Positivism: 5½ Myths
https://openalex.org/W2499860198,Terrorism and the Right to Resist: A Theory of Just Revolutionary War
https://openalex.org/W3125701050,Defending the Possibility of a Neutral Functional Theory of Law
https://openalex.org/W3126619754,The anarchist position: A reply to Klosko and Senor
https://openalex.org/W572509784,The Legal Theory of Carl Schmitt
https://openalex.org/W1814366986,Two Views of Collective Rights
https://openalex.org/W1831089697,A Conventionalist Theory of Obligation
https://openalex.org/W1833570945,Thomas Hobbes and the common law
https://openalex.org/W1973084678,Societal Concepts of Criminal Liability for Homicide in Mediaeval England
https://openalex.org/W1974412448,Refining the Interest Theory of Rights
https://openalex.org/W1982329760,Towards a formal account of reasoning about evidence: argumentation schemes and generalisations
https://openalex.org/W1991882757,Hobbes and the Legitimacy of Law
https://openalex.org/W1991973455,Constitutional Review in the United States and Austria: Notes on the Beginnings
https://openalex.org/W2001282989,Playing Fair with Punishment
https://openalex.org/W2002388529,Toward an International Rule of Law: Distinguishing International Law-Breakers from would-be Law-Makers
https://openalex.org/W2016919642,Representing Popov v Hayashi with dimensions and factors
https://openalex.org/W2022257388,Hard cases: a procedural approach
https://openalex.org/W2022998569,The Rational Reconstruction of Weighing and Balancing on the Basis of Teleological‐Evaluative Considerations in the Justification of Judicial Decisions
https://openalex.org/W2043196526,"Raz on Detachment, Acceptance and Describability"
https://openalex.org/W2045151352,Hard Determinism and Punishment: A Practical Reductio
https://openalex.org/W2045298523,How to Say Things with Walls
https://openalex.org/W2051576999,Breach of Contract and Damages for Mental Distress
https://openalex.org/W2053926609,Killing in Self-Defense: A Unquestionable or Problematic Defense?
https://openalex.org/W2070723458,"Argument from Analogy in Law, the Classical Tradition, and Recent Theories"
https://openalex.org/W2073421736,"Character, purpose, and criminal responsibility"
https://openalex.org/W2091832461,"Psychologising Jekyll, Demonising Hyde: The Strange Case of Criminal Responsibility"
https://openalex.org/W2101637700,Punishment as Language
https://openalex.org/W2119912892,An Approach To The Problems Of Punishment
https://openalex.org/W2120225427,"Punishing the Awkward, the Stupid, the Weak, and the Selfish: The Culpability of Negligence"
https://openalex.org/W2131795851,An exercise in formalising teleological case-based reasoning
https://openalex.org/W2160361145,THE RESULT MODEL OF PRECEDENT
https://openalex.org/W2478327607,Normative (or Ethical) Positivism
https://openalex.org/W2983447677,The Reasonable and the Relevant: Legal Standards of Proof
https://openalex.org/W3121343681,Clarifying Consent: Peter Westen’s the Logic of Consent
https://openalex.org/W3121890212,Juridical proof and the best explanation
https://openalex.org/W3124949875,Legal Positivism: Still Descriptive and Morally Neutral
https://openalex.org/W3126530370,Obligations of gratitude and political obligation
https://openalex.org/W141093235,A Social Contract Conception of the Tort Law of Accidents
https://openalex.org/W1484347295,"Jaap Hage, Reasoning with Rules: An Essay on Legal Reasoning and Its Underlying Logic. Law and Philosophy Library"
https://openalex.org/W1518711685,"Intimate Relationships, Relational Contract Theory, and the Reach of Contract"
https://openalex.org/W1533531500,Liability to Defensive Harm
https://openalex.org/W1568141453,Analogy making in legal reasoning with neural networks and fuzzy logic
https://openalex.org/W1587380778,Rhetoric and the Rule of Law: A Theory of Legal Reasoning
https://openalex.org/W1593671444,DiaLaw: On Legal Justification and Dialogical Models of Argumentation
https://openalex.org/W1861935076,"Sensitivity, Causality, and Statistical Evidence in Courts of Law"
https://openalex.org/W1905480166,Can the Law Imply More Than It Says? -- On Some Pragmatic Aspects of Strategic Speech
https://openalex.org/W1963741677,MORALITY AND BAD LUCK
https://openalex.org/W1967124739,The Moral Magic of Consent (II)
https://openalex.org/W1968143255,The Role of Sanctions and Coercion in Understanding Law and Legal Systems
https://openalex.org/W1971570355,An Algebraic Analysis of Normative Systems
https://openalex.org/W1973124378,A Short Reply
https://openalex.org/W1989522434,On the Right to Be Punished: Some Doubts
https://openalex.org/W1992259715,Reconstructing Popov v. Hayashi in a framework for argumentation with structured arguments and Dungean semantics
https://openalex.org/W1995168312,Normative kinematics (I): a solution to a problem about permission
https://openalex.org/W1999532401,"Incorporationism, Conventionality, and the Practical Difference Thesis"
https://openalex.org/W2000752078,R. S. WRIGHT'S MODEL CRIMINAL CODE: A FORGOTTEN CHAPTER IN THE HISTORY OF THE CRIMINAL LAW
https://openalex.org/W2001595465,Rights and excuses
https://openalex.org/W2003066662,Practical reasoning as presumptive argumentation using action based alternating transition systems
https://openalex.org/W2009439209,Some Reflections on the Ideal Dimension of Law and on the Legal Philosophy of John Finnis
https://openalex.org/W2009896285,Was Austin Right After All? On the Role of Sanctions in a Theory of Law
https://openalex.org/W2019521275,Is Justification (Somehow) Prior to Excuse? A Reply to Douglas Husak
https://openalex.org/W2024102269,A dialectical model of assessing conflicting arguments in legal reasoning
https://openalex.org/W2034094722,A Normative Conception of Coherence for a Discursive Theory of Legal Justification
https://openalex.org/W2035148892,"LAW, MORALITY, AND THE GUIDANCE OF CONDUCT"
https://openalex.org/W2038516610,Rescuing Fair-Play as a Justification for Punishment
https://openalex.org/W2042727912,"LEGITIMACY, DEMOCRACY, AND RAZIAN AUTHORITY"
https://openalex.org/W2044688060,Comparing Harms: The Lesser-Evil Defense and the Trolley Problem
https://openalex.org/W2064023733,Explanationism All the Way Down
https://openalex.org/W2075384950,Geeks and Monsters: Bias Crimes and Social Identity
https://openalex.org/W2075445958,Punishment for Criminal Attempts: A Legal Perspective on the Problem of Moral Luck
https://openalex.org/W2078694554,Mens Rea in Tort Law
https://openalex.org/W2084750465,Sociology and Natural Law
https://openalex.org/W2087913450,Self-Defense and Culpability
https://openalex.org/W2088811804,Defending the Right To Do Wrong
https://openalex.org/W2093692123,On Law and Logic
https://openalex.org/W2099136196,Rethinking the presumption of innocence
https://openalex.org/W2119948035,TWO MEN AND A PLANK
https://openalex.org/W2126874909,Is Law Coercive
https://openalex.org/W2134211747,AGATHA: using heuristic search to automate the construction of case law theories
https://openalex.org/W2134761332,On the Thesis of a Necessary Connection between Law and Morality: Bulygin's Critique
https://openalex.org/W2136916143,"Locke, Natural Law, and New World Slavery:"
https://openalex.org/W2136970245,"Law, plans and practical reason"
https://openalex.org/W2171365332,THE LAW AS A SOCIAL PRACTICE: Are Shared Activities at the Foundations of Law?
https://openalex.org/W2307562718,An argumentation framework for contested cases of statutory interpretation
https://openalex.org/W2332739926,The King's Approvers: A Chapter in the History of English Criminal Law
https://openalex.org/W2461307288,Hobbes on law and prerogative
https://openalex.org/W2461946282,Four Phases in Hans Kelsen's Legal Theory? Reflections on a Periodization
https://openalex.org/W2492643770,Is Strict Liability Always Wrong
https://openalex.org/W2493002318,"Coercion, Threats, and the Puzzle of Blackmail"
https://openalex.org/W2493093349,Strict Liability and the Presumption of Innocence: An Exposé of Functionalist Assumptions
https://openalex.org/W2504940467,Hart’s Semantics
https://openalex.org/W2522711906,"Self-defense, justification, and excuse"
https://openalex.org/W2602326674,What is hate speech? Part 1: The Myth of Hate
https://openalex.org/W2606827339,"Legal risk, legal evidence and the arithmetic of criminal justice"
https://openalex.org/W2789362769,Justice without Retribution: An Epistemic Argument against Retributive Criminal Punishment
https://openalex.org/W2966396912,Rehabilitating Statistical Evidence
https://openalex.org/W3122357978,SAFETY VS. SENSITIVITY: POSSIBLE WORLDS AND THE LAW OF EVIDENCE
https://openalex.org/W3122729545,What’s Wrong with Infringements (Insofar as Infringements are not Wrong): A Reply
https://openalex.org/W3122931570,Towards a Right Against Risking
https://openalex.org/W3123542286,The case against moral luck
https://openalex.org/W3123643513,Lesser Evils and Justification: A Less Close Look
https://openalex.org/W106159907,Political Obligation: A Critical Introduction
https://openalex.org/W1512637848,The nature of the common law
https://openalex.org/W1528276591,Conscience and Conviction: The Case for Civil Disobedience
https://openalex.org/W1541650869,Uncertain reasoning about agents' beliefs and reasoning
https://openalex.org/W1587795500,Philosophy and the Criminal Law: On the General Part of the Criminal Law
https://openalex.org/W1803159072,Modelling Defeasibility in Law: Logic or Procedure?
https://openalex.org/W1854260550,Associative Political Obligations
https://openalex.org/W1972474042,Political Resistance: A Matter of Fairness
https://openalex.org/W1974377569,Liberalism and the general justifiability of punishment
https://openalex.org/W1974448158,COMMON-LAW JUDICIAL REASONING AND ANALOGY
https://openalex.org/W1979748095,The Democratic Legitimacy of Bias Crime Laws: Public Reason and the Political Process
https://openalex.org/W1979758634,‘Who’s Still Standing?’ A Comment on Antony Duff’s Preconditions of Criminal Liability
https://openalex.org/W1979777444,The Incompleteness of ‘Punishment as Fair Play’: A Response to Dagger
https://openalex.org/W1989873401,The principle of fairness and political obligation
https://openalex.org/W1996441604,The Difference Uniforms Make: Collective Violence in Criminal Law and War
https://openalex.org/W2003866698,The justification of punishment and the justification of political authority
https://openalex.org/W2009477897,Exculpatory defences in criminal law
https://openalex.org/W2009555927,A functional taxonomy of normative conflict
https://openalex.org/W2009660245,Some problems in the logical analysis of legal science1
https://openalex.org/W2009741018,The Concept of Coherence and Its Significance for Discursive Rationality
https://openalex.org/W2012969173,Toward a moral theory of negligence law
https://openalex.org/W2024318497,A model of legal reasoning with cases incorporating theories and values
https://openalex.org/W2027678023,Hans Kelsen's Doctrine of Imputation
https://openalex.org/W2029509807,Torts of necessity: A moral theory of compensation
https://openalex.org/W2031771891,Towards a Communication‐Concept of Rational Collective Will‐Formation. A Thought‐Experiment
https://openalex.org/W2037262533,BankXX: Supporting legal arguments through heuristic retrieval
https://openalex.org/W2039336033,Moral Free Riding
https://openalex.org/W2039760166,How to Make the Punishment Fit the Crime
https://openalex.org/W2041009095,The Idea of a Legitimate State
https://openalex.org/W2043882007,Kant's Retributivism
https://openalex.org/W2044376112,Criminal desert and unfair advantage: What's the connection?
https://openalex.org/W2044675382,Law and defeasibility
https://openalex.org/W2046984821,On Necessary Relations Between Law and Morality
https://openalex.org/W2051373281,H. L. A. Hart (1907–1992)
https://openalex.org/W2052916539,A computational model of ratio decidendi
https://openalex.org/W2054237219,"CONFLICTS OF RIGHTS:: Typology, Methodology, and Nonconsequentialism"
https://openalex.org/W2062321299,Reconsidering the `Actual Contract' Theory of Political Obligation
https://openalex.org/W2063764015,Using argument schemes for hypothetical reasoning in law
https://openalex.org/W2064455637,The Duty to Obey the Law
https://openalex.org/W2067393911,Hart’s Methodological Positivism
https://openalex.org/W2068734964,Dworkin's interpretivism and the pragmatics of legal disputes
https://openalex.org/W2070053282,The Constitutionalization of International Law and the Legitimation Problems of a Constitution for World Society
https://openalex.org/W2070486087,The Expressive Function of Punishment
https://openalex.org/W2072523908,A defence of Hart's semantics as nonambitious conceptual analysis
https://openalex.org/W2075317813,Disappearing Without a Moral Trace? Rights and Compensation During Timesof Emergency*
https://openalex.org/W2077857475,Performance and Compensation: An Analysis of Contract Damages and Contractual Obligation
https://openalex.org/W2080934352,Habermas on Democracy and Justice. Limits of a Sound Conception
https://openalex.org/W2081003234,"Why law — Efficacy, freedom, or fidelity?"
https://openalex.org/W2081269823,The Politics of the Rule of Law
https://openalex.org/W2088417060,In defense of permissible killing: A response to two critics
https://openalex.org/W2088912736,"Three duties to rescue: Moral, civil, and criminal"
https://openalex.org/W2092291780,Hans Kelsen's Earliest Legal Theory: Critical Constructivism
https://openalex.org/W2093826850,The Time to Punish and the Problem of Moral Luck
https://openalex.org/W2094636508,Discourse Theory and Human Rights
https://openalex.org/W2102730207,Beyond the Separability Thesis: Moral Semantics and the Methodology of Jurisprudence †
https://openalex.org/W2106536319,Dialectical argumentation with argumentation schemes: an approach to legal logic
https://openalex.org/W2106966279,The Judicial Community
https://openalex.org/W2109407406,The moral magic of consent
https://openalex.org/W2110514724,Criminal Rehabilitation Through Medical Intervention: Moral Liability and the Right to Bodily Integrity
https://openalex.org/W2114410407,VAGUENESS HAS NO FUNCTION IN LAW
https://openalex.org/W2119686943,SAY WHAT? A CRITIQUE OF EXPRESSIVE RETRIBUTIVISM
https://openalex.org/W2124589246,Legislation as Communication? Legal Interpretation and the Study of Linguistic Communication
https://openalex.org/W2155861573,Rights of Exit
https://openalex.org/W2166390884,"Necessity, Moral Liability, and Defensive Harm"
https://openalex.org/W2169019675,Justifying the Distinction Between Justifications and Power (Justifications vs. Power)
https://openalex.org/W2327447398,A Symposium on Nazi Law
https://openalex.org/W2342553802,I.—A Plea for Excuses: The Presidential Address
https://openalex.org/W2345486291,"Pereboom on Punishment: Funishment, Innocence, Motivation, and Other Difficulties"
https://openalex.org/W2475712581,Positivism as Pariah
https://openalex.org/W2482647176,Should a Criminal Code Distinguish Between Justification and Excuse
https://openalex.org/W2485619855,"Strict Liability, Legal Presumptions and the Presumption of Innocence"
https://openalex.org/W2490770064,Beyond the Justification/Excuse Dichotomy
https://openalex.org/W2494532817,"Legal Theory, Legal Interpretation, and Judicial Review"
https://openalex.org/W2500852618,Criminalization and Sharing Wrongs
https://openalex.org/W2735191016,Neuropsychology and the Criminal Responsibility of Psychopaths: Reconsidering the Evidence
https://openalex.org/W2797387575,Fairness and Utility in Tort Theory
https://openalex.org/W3019001105,Recent work on the proof paradox
https://openalex.org/W3122322167,An Attitudinal Theory of Excuse
https://openalex.org/W3123600108,HART'S EXPRESSIVISM AND HIS BENTHAMITE PROJECT
https://openalex.org/W3123629031,Raz on necessity
https://openalex.org/W3123835566,Gustav Radbruch vs. Hans Kelsen: A Debate on Nazi Law*
https://openalex.org/W3124532318,"Self-Defense as Claim Right, Liberty, and Act-Specific Agent-Relative Prerogative"
https://openalex.org/W3124697167,The Methodology of Jurisprudence: Thirty Years Off the Point
https://openalex.org/W1450459739,Some Confusions Concerning Collective Rights
https://openalex.org/W1486610207,Action and Value in Criminal Law
https://openalex.org/W1489917312,"Law in Flux: Philosophical Hermeneutics, Legal Argumentation, and the Natural Law Tradition"
https://openalex.org/W1502534851,Integrity: Justice in Workclothes
https://openalex.org/W1509060687,Hohfeld in cyberspace and other applications of normative reasoning in agent technology
https://openalex.org/W1512760176,Practical Reason in Law and Morality
https://openalex.org/W1519976864,Public and Private Wrongs
https://openalex.org/W1528031192,Philosophical Foundations of Language in the Law
https://openalex.org/W1536162307,The argument from injustice : a reply to legal positivism
https://openalex.org/W1550984351,ACT and Crime: The Philosophy of Action and Its Implications for Criminal Law
https://openalex.org/W1552009708,From social justice to criminal justice : poverty and the administration of criminal law
https://openalex.org/W1552683155,War and self-defense: a critique and a proposal
https://openalex.org/W1568859819,Deconstruction's Legal Career
https://openalex.org/W1577558720,"Patriarchal Religion, Sexuality, and Gender: A Critique of New Natural Law"
https://openalex.org/W1589420562,Answering for Crime: Responsibility and Liability in the Criminal Law
https://openalex.org/W1589951838,Equality of Resources and Procreative Justice
