"","id","display_name","publication_year","type","journal","journal_id","doi","first_author","n","citations"
"40","https://openalex.org/W3209457533","Conclusions. Irresponsible Sovereignty: A Dead-End?",2022,"book-chapter","Norm research in international relations","https://openalex.org/V4210174781","https://doi.org/10.1007/978-3-030-85934-3_5","Emanuela Piccolo Koskimies",4,0
"41","https://openalex.org/W3209212823","How Should AI Interpret Rules? A Defense of Minimally Defeasible Interpretive Argumentation",2021,"posted-content","arXiv: Artificial Intelligence","https://openalex.org/V2596500785",NA,"John Licato",4,0
"42","https://openalex.org/W3206488798","Resolving the Cohenian Paradox in Judicial Probability Theory.",2021,"book-chapter","Lecture Notes in Computer Science","https://openalex.org/V106296714","https://doi.org/10.1007/978-3-030-89391-0_1","Wenjing Du",4,0
"43","https://openalex.org/W3204662906","Should gains from criminal knowledge be forfeited",2021,"journal-article","Crime Law and Social Change","https://openalex.org/V170408770","https://doi.org/10.1007/s10611-021-09994-7","Kamil Mamak",4,0
"44","https://openalex.org/W3203770201","THE LEGAL BALANCE BETWEEN LIBERTY AND EQUALITY",2021,"journal-article","Anali Pravnog fakulteta u Beogradu","https://openalex.org/V4210214719","https://doi.org/10.51204/anali_pfbu_21307a","Isabel Trujillo",4,0
"45","https://openalex.org/W3203727810","Standards and values",2021,"journal-article","Philosophical Issues","https://openalex.org/V171323035","https://doi.org/10.1111/phis.12208","Matthew Kotzen",4,0
"46","https://openalex.org/W3202978178","The Matter of Law: Reconsidering the Natural Law Tradition",2017,"dissertation",NA,NA,NA,"Zachary E. Reyna",4,0
"47","https://openalex.org/W3199824562","Criminal Law in Multicultural Societies",2021,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-030-78953-4_5","Tatjana Hörnle",4,0
"48","https://openalex.org/W3199553867","Deterrence and Self-Defence",2021,"journal-article","The Monist","https://openalex.org/V72705189","https://doi.org/10.1093/monist/onab017","Nadine Elzein",4,0
"49","https://openalex.org/W3198557743","Beyond Positive and Negative Liberty",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.012","Maeve Cooke",4,0
"50","https://openalex.org/W3198350740","Positive Freedom and Freedom of Contract: Fairness, Faring Well, and Freedom",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.005","Avital Simhony",4,0
"51","https://openalex.org/W3198179846","The Multiple Dimensions of Positive Freedom",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.001","John Christman",4,0
"52","https://openalex.org/W3198158165","Property and Political Power: Neo-feudal Entanglements",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.013","Rutger Claassen",4,0
"53","https://openalex.org/W3198150079","Method Matters: Non-normative Jurisprudence and the Re-mystification of the Law",2021,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-78803-2_4","Margaret Martin",4,1
"54","https://openalex.org/W3198130963","El fundamento moral del Derecho",2021,NA,"Revista Cubana de Derecho",NA,NA,"Josep Joan Moreso",4,0
"55","https://openalex.org/W3197394037","Disability and Positive Liberty",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.010","Nancy J. Hirschmann",4,0
"56","https://openalex.org/W3197345899","Unity and Disunity in the Positive Tradition",2022,NA,NA,NA,NA,"Michael Garnett",4,0
"57","https://openalex.org/W3196659804","Positive Liberty as Realizing the Essence of Man",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.003","Michael Quante",4,0
"58","https://openalex.org/W3196604779","Self-Mastery and the Quality of a Life",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.007","Steven Wall",4,0
"59","https://openalex.org/W3196537114","Public Reason, Positive Liberty, and Legitimacy",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.014","Chad Van Schoelandt",4,0
"60","https://openalex.org/W3196401016","Moral and Personal Positive Freedom",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108768276.004","Maria Dimova-Cookson",4,0
"61","https://openalex.org/W3196228682","‘Thou Shalt Balance’: Making Sense of the Delegation of Proportionality Testing to the End Users of Laws",2021,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-77321-2_10","A. Daniel Oliver-Lalana",4,0
"62","https://openalex.org/W3194816861","Limited Review in Balancing Constitutional Rights",2021,"book-chapter","Law and philosophy library","https://openalex.org/V4210184901","https://doi.org/10.1007/978-3-030-77321-2_6","Martin Borowski",4,0
"63","https://openalex.org/W3194034770","When statistical evidence is not specific enough",2021,"journal-article","Synthese","https://openalex.org/V255146","https://doi.org/10.1007/s11229-021-03331-0","Marcello Di Bello",4,0
"64","https://openalex.org/W3191207605","Mary, Did You Consent?",2021,"journal-article","Religious Studies","https://openalex.org/V124201077","https://doi.org/10.1017/s0034412521000226","Blake Hereth",4,0
"65","https://openalex.org/W3189410185","The Terror of Voice(lessness): Restrictions to Freedom of Speech and Political Engagement Within a Culture of Fear",2021,"book-chapter",NA,NA,"https://doi.org/10.1007/978-3-030-72949-3_6","Madeline-Sophie Abbas",4,0
"66","https://openalex.org/W3186373870","Hardness of case-based decisions: a formal theory",2021,"proceedings-article","international conference on artificial intelligence and law",NA,"https://doi.org/10.1145/3462757.3466071","Heng Zheng",4,0
"67","https://openalex.org/W3185778395","A dynamic model for balancing values",2021,"proceedings-article","international conference on artificial intelligence and law",NA,"https://doi.org/10.1145/3462757.3466143","Juliano Souza de Albuquerque Maranhao",4,0
"68","https://openalex.org/W3183605249","CargO-S: A pattern-based well-founded legal domain ontology for the traceability of goods in logistic sea corridors",2021,"journal-article","Applied Ontology","https://openalex.org/V31619775","https://doi.org/10.3233/ao-210250","Mirna El Ghosh",4,0
"69","https://openalex.org/W3183478923","Discovering the rationale of decisions: towards a method for aligning learning and reasoning",2021,"proceedings-article","international conference on artificial intelligence and law",NA,"https://doi.org/10.1145/3462757.3466059","Cor Steging",4,0
"70","https://openalex.org/W3183112683","Dùvodové zprávy a úmysl zákonodárce: teoreticko-empirický pohled",2021,"journal-article","Èasopis pro právní vìdu a praxi","https://openalex.org/V4210186137","https://doi.org/10.5817/cpvp2021-2-6","Michal Malaník",4,0
"71","https://openalex.org/W3183096209","Threshold of Justification of Emergency Regulations: On Coherentism Requirement for the Justification of Measures Adopted in the Czech Republic during the COVID-19 Pandemic",2021,"journal-article","Archiwum Filozofii Prawa i Filozofii Spo³ecznej","https://openalex.org/V4210214304","https://doi.org/10.36280/afpifs.2021.2.41","Pavel Ondøejek",4,0
"72","https://openalex.org/W3180850687","Cultural Understandings of Anger",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108670890.005","Elizabeth Papp Kamali",4,0
"73","https://openalex.org/W3179436633","Regulation as Punishment",2021,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2021.1949922","Hadassa Noorda",4,0
"74","https://openalex.org/W3179339758","Proportionality Test and Constitutional Social Rights",2021,"journal-article","Archiv für Rechts- und Sozialphilosophie","https://openalex.org/V3978835","https://doi.org/10.25162/arsp-2021-0012","Federico Leandro De Fazio",4,0
"75","https://openalex.org/W3178898552","Norms and Novelty: Reflections on Legal Knowledge, Norms and Evolutionary Systems",2021,"journal-article","Archiwum Filozofii Prawa i Filozofii Spo³ecznej","https://openalex.org/V4210214304","https://doi.org/10.36280/afpifs.2021.2.108","Giovanni Tuzet",4,0
"76","https://openalex.org/W3176764418","Using Issues to Explain Legal Decisions.",2021,"posted-content","arXiv: Artificial Intelligence","https://openalex.org/V2596500785",NA,"Trevor J. M. Bench-Capon",4,0
"77","https://openalex.org/W3175490022","The Moral Irrelevance of Constitutive Luck",2021,"journal-article","Erkenntnis","https://openalex.org/V63151042","https://doi.org/10.1007/s10670-021-00404-x","Mihailis Diamantis",4,0
"78","https://openalex.org/W3174563531","The Humanity of Criminal Justice",2020,"book-chapter",NA,NA,"https://doi.org/10.1017/9781107300422.003","Darryl Robinson",4,0
"79","https://openalex.org/W3173358422","A note on psychological continuity theories of identity and neurointerventions.",2021,"journal-article","Journal of Medical Ethics","https://openalex.org/V70185877","https://doi.org/10.1136/medethics-2021-107492","Sebastian Jon Holmen",4,0
"80","https://openalex.org/W3170247219","Trust and corporate social responsibility: From expected utility and social normative perspective",2021,"journal-article","Journal of Business Research","https://openalex.org/V93284759","https://doi.org/10.1016/j.jbusres.2021.05.045","Shihua Chen",4,0
"81","https://openalex.org/W3169762702","Antipodean Perspectives on Preventive Justice: The High Court and Serious Crime Prevention Orders",2021,"journal-article","Griffith law review","https://openalex.org/V2764362924","https://doi.org/10.1080/10383441.2021.1925411","Tamara Tulich",4,0
"82","https://openalex.org/W3168916784","The problem adherence to the rule and jurisprudence",2021,"journal-article","Pravo i politika","https://openalex.org/V4210170548","https://doi.org/10.7256/2454-0706.2021.6.35788","Nikita Konstantinovich Fedorinin",4,0
"83","https://openalex.org/W3167683439","Reparations and Egalitarianism",2021,"journal-article","Ethical Theory and Moral Practice","https://openalex.org/V103146128","https://doi.org/10.1007/s10677-021-10201-8","Megan Blomfield",4,1
"84","https://openalex.org/W3167636482","Examining the Legal Legitimacy of Informal Economic Activities",2021,"journal-article","Social & Legal Studies","https://openalex.org/V206808405","https://doi.org/10.1177/09646639211020817","Supriya Routh",4,0
"85","https://openalex.org/W3167626344","LES RELIGIONS POSSEDENT-ELLES LE DROIT D’ETRE PROTÉGÉES CONTRE LES EXPRESSIONS OFFENSANTES ?",2020,"journal-article","Les ateliers de l'éthique","https://openalex.org/V4210224520","https://doi.org/10.7202/1077530ar","Stéphane Courtois",4,0
"86","https://openalex.org/W3166256014","Opt-Out to the Rescue: Organ Donation and Samaritan Duties",2021,"journal-article","Public Health Ethics","https://openalex.org/V125919161","https://doi.org/10.1093/phe/phab010","Soren Flinch Midtgaard",4,0
"87","https://openalex.org/W3162647737","Universality as a Legal Basis for ICC Jurisdiction",2020,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108588706.007","Monique Cormier",4,0
"88","https://openalex.org/W3162307491","Reconfiguring European Legal Tradition after the War",2020,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108678582.006","Kaius Tuori",4,0
"89","https://openalex.org/W3162032564","Predicting responsibility judgments from dispositional inferences and causal attributions.",2021,"journal-article","Cognitive Psychology","https://openalex.org/V36783443","https://doi.org/10.1016/j.cogpsych.2021.101412","Antonia F. Langenhoff",4,4
"90","https://openalex.org/W3161348783","The Weimar Republic",2020,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108757119.004","Lucia Rubinelli",4,0
"91","https://openalex.org/W3160853312","Kritièka dopuna Radbruhove teorije o moralnoj odgovornosti sudstva",2021,"journal-article","Eudaimonia","https://openalex.org/V4210177303","https://doi.org/10.51204/ivrs_20404a","Sava Vojnoviæ",4,0
"92","https://openalex.org/W3160545739","Abolishing Corporate Personhood",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108241366.007","Susanna Kim Ripken",4,0
"93","https://openalex.org/W3159253522","Justice and Internal Displacement",2021,"journal-article","Political Studies","https://openalex.org/V90283396","https://doi.org/10.1177/00323217211007641","Jamie Draper",4,1
"94","https://openalex.org/W3159119800","Defining and Deploying a Benchmark of Accountability",2020,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108886154.012","Ellen Rock",4,0
"95","https://openalex.org/W3157560246","Proportionality in the philosophy of punishment: From “why punish?” to “how much?”",1991,"journal-article","Israel Law Review","https://openalex.org/V181618396","https://doi.org/10.1017/s002122370001061x","Andrew von Hirsch",4,7
"96","https://openalex.org/W3157525304","Realizing Freedom as Non-domination: Political Obligation in Kant’s Doctrine of Right",2021,"journal-article","Res Publica","https://openalex.org/V163937955","https://doi.org/10.1007/s11158-021-09512-5","Robert Patrick Whelan",4,0
"97","https://openalex.org/W3155794441","Equal Justice Under Law? Historisches Unrecht als Herausforderung des Liberalismus",2021,"journal-article","Zeitschrift für politische Theorie","https://openalex.org/V4210195667","https://doi.org/10.3224/zpth.v11i2.05","Nicolas Lippert",4,0
"98","https://openalex.org/W3154206741","Knowledge-norms in a common-law crucible",2021,"journal-article","Ratio","https://openalex.org/V108709262","https://doi.org/10.1111/rati.12307","Cosim Sayid",4,0
"99","https://openalex.org/W3152917217","Redefining the Rule of Law, Jurisprudence and the Totalitarian State",2020,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108678582.004","Kaius Tuori",4,0
"100","https://openalex.org/W3150622376","Institutionalisms in Economics: What are Behinds Their Variety?",2021,"journal-article","Žurnal Institucional'nyh Issledovanij","https://openalex.org/V2737715507","https://doi.org/10.17835/2076-6297.2021.13.1.020-036","Vitaly L. Tambovtsev",4,1
"101","https://openalex.org/W3149465459","Legality in times of emergency: assessing NZ’s response to Covid-19",2021,"journal-article","Journal of The Royal Society of New Zealand","https://openalex.org/V69248470","https://doi.org/10.1080/03036758.2021.1900295","Janet McLean",4,0
"102","https://openalex.org/W3149210711","Philosophical Dimensions of the Corporate Person",2019,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108241366.003","Susanna Kim Ripken",4,0
"103","https://openalex.org/W3145053676","Conflicts in Legal Knowledge Base",2012,"journal-article","Foundations of Computing and Decision Sciences","https://openalex.org/V2736700591",NA,"T. ¯urek",4,0
"104","https://openalex.org/W3142505977","Religious Accommodation in Bioethics and the Practice of Medicine",2021,"journal-article","Journal of Medicine and Philosophy","https://openalex.org/V166373307","https://doi.org/10.1093/jmp/jhaa038","William R Smith",4,2
"105","https://openalex.org/W3140345096","Kant on Just War and International Order",2021,"journal-article","Filozofija I Drustvo","https://openalex.org/V176758022","https://doi.org/10.2298/fid2101105m","Nenad Milicic",4,0
"106","https://openalex.org/W3137109294","A bibliometric network analysis of Deep Learning publications applied into legal documents",2020,"proceedings-article","international conference on big data",NA,"https://doi.org/10.1109/bigdata50022.2020.9377970","Alfredo Montelongo",4,0
"107","https://openalex.org/W3133394281","Treating Inmates as Moral Agents: A Defense of the Right to Privacy in Prison",2014,"journal-article","Criminal Justice Ethics","https://openalex.org/V78048965","https://doi.org/10.1080/0731129x.2014.902654","William Bülow",4,1
"108","https://openalex.org/W3132046073","The British Academy Brian Barry Prize Essay Why Is There No Just Riot Theory",2021,"journal-article","British Journal of Political Science","https://openalex.org/V95691132","https://doi.org/10.1017/s000712342000085x","Jonathan Havercroft",4,1
"109","https://openalex.org/W3131653067","Is It Morally Legitimate to Punish the Late Stage Demented for Their Past Crimes",2021,"journal-article","The Journal of Ethics","https://openalex.org/V160343789","https://doi.org/10.1007/s10892-020-09348-w","Oliver Hallich",4,0
"110","https://openalex.org/W3131619608","Strategic Indeterminacy in the Law by David Lanius (2019)",2021,"journal-article","International Journal of Speech Language and The Law","https://openalex.org/V157927991","https://doi.org/10.1558/ijsll.19198","Hesam Mohamadi",4,0
"111","https://openalex.org/W3128977549","Costly authority and transferred responsibility",2021,"journal-article","Philosophical Studies","https://openalex.org/V147022693","https://doi.org/10.1007/s11098-021-01615-2","Yitzhak Benbaji",4,1
"112","https://openalex.org/W3128973190","Application of MFN to investment dispute settlement: rule of law issues",2021,"journal-article","Journal of International Trade Law and Policy","https://openalex.org/V83882168","https://doi.org/10.1108/jitlp-05-2020-0031","Tanjina Sharmin",4,0
"113","https://openalex.org/W3128746255","Global Health Governance for Developing Sustainability",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.037","Erica Di Ruggiero",4,0
"114","https://openalex.org/W3128635510","Strengthening the Global Response to Infectious Disease Threats in the Twenty-First Century, with a COVID-19 Epilogue",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.004","David E. Bloom",4,0
"115","https://openalex.org/W3128517903","Geopolitics, Disease, and Inequalities in Emerging Economies",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.017","Eduardo J. Gómez",4,0
"116","https://openalex.org/W3128065794","Ecological Ethics, Planetary Sustainability, and Global Health",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.023","Colin D. Butler",4,1
"117","https://openalex.org/W3128055935","Health Systems and Health and Healthcare Reform",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.006","Martin McKee",4,0
"118","https://openalex.org/W3128049613","Teaching Global Health Ethics: An Ecological Perspective",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.039","Sarah Elton",4,0
"119","https://openalex.org/W3127828232","Investment Treaty Arbitration and the Rule of Law: Tensions and Solutions",2021,"book-chapter","European yearbook of international economic law","https://openalex.org/V4210189654","https://doi.org/10.1007/978-3-030-66992-8_3","Kriton Dionysiou",4,0
"120","https://openalex.org/W3127669934","Bioethics and Global Child Health",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.011","Avram Denburg",4,0
"121","https://openalex.org/W3127113500","Neoliberalism, Power Relations, Ethics, and Global Health",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.018","Solomon R. Benatar",4,0
"122","https://openalex.org/W3126930070","Development Assistance for Health: Trends and Challenges",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.016","Anthony B. Zwi",4,0
"123","https://openalex.org/W3126864928","The International Arms Trade and Global Health",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.014","Jonathan Kennedy",4,0
"124","https://openalex.org/W3126759482","Toward a New Common Sense: The Need for New Paradigms of Global Health Beyond the COVID-19 Emergency",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.040","Isabella Bakker",4,0
"125","https://openalex.org/W3126660301","Reframing Global Health Ethics Using Ecological, Indigenous, and Regenerative Lenses",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.030","Mark D. Hathaway",4,1
"126","https://openalex.org/W3126645256","Mass Migration and Health in the Anthropocene Epoch",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.024","Christine Straehle",4,0
"127","https://openalex.org/W3126468246","Big Data and Artificial Intelligence for Global Health: Ethical Challenges and Opportunities",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.036","Effy Vayena",4,0
"128","https://openalex.org/W3126446969","Justice and Global Health: Planetary Considerations",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.026","Henk ten Have",4,0
"129","https://openalex.org/W3126440560","Evaluating Global Health Impact and Increasing Access to Essential Medicines",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.034","Nicole Hassoun",4,0
"130","https://openalex.org/W3126213322","Morbid Symptoms, Organic Crises, and Enclosures of the Commons: Global Health Since the 2008 World Economic Crisis",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.019","Stephen Gill",4,0
"131","https://openalex.org/W3126197029","Statistical resentment, or: what’s wrong with acting, blaming, and believing on the basis of statistics alone",2021,"journal-article","Synthese","https://openalex.org/V255146","https://doi.org/10.1007/s11229-021-03042-6","David Enoch",4,1
"132","https://openalex.org/W3126175385","Global Health and Ethical Transculturalism: A Methodology Connecting the East and the West, the Local and the Universal*",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.027","Jing-Bao Nie",4,0
"133","https://openalex.org/W3126174711","The Environment, Ethics, and Health",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.022","David B. Resnik",4,0
"134","https://openalex.org/W3126171701","Societal Determinants and Determination of Health",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.003","Anne-Emanuelle Birn",4,0
"135","https://openalex.org/W3126159168","International Human Rights Law and the Social Determinants of Health",2021,"book-chapter",NA,NA,"https://doi.org/10.1017/9781108692137.009","Lisa Forman",4,0
"136","https://openalex.org/W3126134826","Is Hegel a Retributivist",2004,"journal-article","Hegel Bulletin","https://openalex.org/V2764733734","https://doi.org/10.1017/s0263523200002044","Thom Brooks",4,3
"137","https://openalex.org/W3126101630","Constitutional Interpretation in Federations and its Impact on the Federal Balance",2011,NA,"Institute of Advanced Legal Studies",NA,NA,"Arun Sagar",4,2
"138","https://openalex.org/W3125791571","THE BINDING FORCE OF AGREEMENTS TO NEGOTIATE IN GOOD FAITH",2014,"journal-article","Cambridge Law Journal","https://openalex.org/V206866588","https://doi.org/10.1017/s000819731400083x","Leon Trakman",4,3
"139","https://openalex.org/W3125387490","Sexual consent: Exploring the perceptions of heterosexual and non-heterosexual men",2021,"journal-article","Psychology and Sexuality","https://openalex.org/V21700656","https://doi.org/10.1080/19419899.2021.1879911","Shulamit Sternin",4,4
