Id,Label,timeset,stat_inf_class,modularity.class,eigen,modularity_class
https://openalex.org/W1518929111,The Oxford handbook of jurisprudence and philosophy of law,,35,6,0.006522,12
https://openalex.org/W1519482041,Freedom and the Law,,8,6,0.000045,12
https://openalex.org/W1519668286,The Expressive Conception of Norms,,20,6,0.000485,13
https://openalex.org/W1520061437,Crime and punishment in ancient Rome,,33,6,0.000075,12
https://openalex.org/W1520198837,Ruling the World?: The Cosmopolitan Turn in Constitutionalism: On the Relationship between Constitutionalism in and beyond the State,,34,10,0.000765,2
https://openalex.org/W1521433304,Credulous and Sceptical Argument Games for Preferred Semantics,,14,4,0.000006,0
https://openalex.org/W1522331304,Religion and the obligations of citizenship,,19,16,0.000019,9
https://openalex.org/W1522342316,A Theory of Constitutional Rights,,33,6,0.001371,5
https://openalex.org/W1523838136,Bentham and the Common Law Tradition,,33,6,0.002636,12
https://openalex.org/W1524164055,Teaching case-based argumentation through a model and examples,,14,4,0.000074,0
https://openalex.org/W1525480575,Killing in War,,24,14,0.000045,1
https://openalex.org/W1527018558,The Practice of Principle: In Defence of a Pragmatist Approach to Legal Theory,,9,6,0.006911,12
https://openalex.org/W1527525914,Argument in Artificial Intelligence and Law,,14,4,0.000011,0
https://openalex.org/W1527529729,12. The Difficulty of Tolerance,,26,16,0.000119,11
https://openalex.org/W1528305927,"Group Agency: The Possibility, Design, and Status of Corporate Agents",,29,16,0.00009,18
https://openalex.org/W1528529777,A Matter of Interpretation: Federal Courts and the Law,,30,6,0.000171,5
https://openalex.org/W1528832188,Textbook of criminal law,,5,13,0.000009,19
https://openalex.org/W1529277309,Essays in jurisprudence and philosophy,,25,6,0.00618,12
https://openalex.org/W1531766078,A comment on the Commentaries and A fragment on government,,33,6,0.000786,12
https://openalex.org/W1531887372,"Douglas Walton, The New Dialectic. Conversational Contexts of Argument. Toronto: University of Toronto Press (Book Review)",,14,4,0.000001,0
https://openalex.org/W1533067089,The Blackwell Guide to the Philosophy of Law and Legal Theory,,35,6,0.002079,12
https://openalex.org/W1533531500,Liability to Defensive Harm,,24,14,0.000012,1
https://openalex.org/W1534854312,American constitutional law,,4,6,0.000051,5
https://openalex.org/W1536162307,The argument from injustice : a reply to legal positivism,,10,6,0.008473,12
https://openalex.org/W1537046490,The limits of morality,,11,16,0.000285,9
https://openalex.org/W1537848071,Legal knowledge engineering : a modelling approach,,24,4,0.000039,13
https://openalex.org/W1537940627,"Quid juris? Quid facti?: D’une nouvelle tentative de relever une opposition capitale: Jean-Renaud Seba, Le partage de l’empirique et du transcendantal. Essai sur la normativité de la raison: Kant, Hegel, Husserl. Bruxelles, Éditions Ousia, 2006, 440 pp., 24 Euros, ISBN 978-2-87060-126-6",,22,0,0.000004,4
https://openalex.org/W1539153592,The Idea of Human Rights,,16,16,0.000635,2
https://openalex.org/W1539274691,Freedom's Law: The Moral Reading of the American Constitution,,4,6,0.000885,5
https://openalex.org/W1539331218,"Domination and Global Political Justice: Conceptual, Historical and Institutional Perspectives",,34,10,0.000005,2
https://openalex.org/W1539774528,The constitution of equality,,36,16,0.000371,9
https://openalex.org/W1540639531,Rethinking Legal Realism: Toward a Naturalized Jurisprudence,,2,6,0.002312,7
https://openalex.org/W1541077798,Rawls's Political Liberalism. A Reassessment,,10,1,0.000202,10
https://openalex.org/W1541703906,Living without free will,,5,13,0.000009,11
https://openalex.org/W1541980668,Jurisprudence: Theory and Context,,30,6,0.001124,12
https://openalex.org/W1542071146,"Questioning Sovereignty: Law, State, and Nation in the European Commonwealth",,22,9,0.000105,5
https://openalex.org/W1543073428,Ours is a broad church: indirectly evaluative legal philosophy as a facet of jurisprudential inquiry,,27,15,0.843063,20
https://openalex.org/W1543091713,"Liberal Loyalty: Freedom, Obligation, and the State",,22,16,0.000071,9
https://openalex.org/W1544387588,Autonomy and the Challenges to Liberalism: Political Liberty: Integrating Five Conceptions of Autonomy,,29,11,0.000007,6
https://openalex.org/W1544949079,The dignity of legislation,,18,16,0.000248,9
https://openalex.org/W1547717991,Vagueness in Law and Language: Some Philosophical Issues,,7,6,0.000092,12
https://openalex.org/W1547766285,Lloyd's Introduction to Jurisprudence,,7,6,0.00014,12
https://openalex.org/W1547775889,Democratic Equality and Political Authority,,22,11,0.000071,9
https://openalex.org/W1548327129,An analysis of rights,,11,16,0.000375,9
https://openalex.org/W1548654059,Censure and sanctions,,5,13,0.000043,11
https://openalex.org/W1550009688,Globalisation and legal theory,,25,6,0.001791,12
https://openalex.org/W1553120579,The spirit of the laws,,20,16,0.00009,9
https://openalex.org/W1553362627,Institutions of Law: An Essay in Legal Theory,,33,6,0.000268,12
https://openalex.org/W1556061918,An Introduction to the International Criminal Court,,24,14,0.000009,1
https://openalex.org/W1556205930,Torts and Rights,,24,16,0.000026,7
https://openalex.org/W1556249953,Republican liberty and border controls,,34,10,0.000138,2
https://openalex.org/W1557385359,Harm to Self,,18,16,0.000095,9
https://openalex.org/W1557385649,Fundamental legal conceptions as applied in judicial reasoning,,11,16,0.000488,9
https://openalex.org/W1558461042,Interpretation and Legal Theory,,25,6,0.003498,12
https://openalex.org/W1558581835,Beyond the Social Contract: Capabilities and Global Justice,,13,16,0.000008,2
https://openalex.org/W1559613097,Participation and Judicial Review: A Reply to Jeremy Waldron,,4,6,0.000096,5
https://openalex.org/W1563201617,On law and justice,,20,6,0.003115,12
https://openalex.org/W1563715884,A Common Law Theory of Judicial Review: The Living Tree,,4,6,0.000201,5
https://openalex.org/W1564062619,A Theory of Legal Argumentation: The Theory of Rational Discourse as Theory of Legal Justification,,33,6,0.001027,0
https://openalex.org/W1564524054,Philosophical foundations of tort law,,24,12,0.000353,21
https://openalex.org/W1565174900,General Theory of Norms,,24,4,0.000132,13
https://openalex.org/W1566220732,"Autonomy, self-knowledge, and liberal legitimacy",,29,11,0.000007,6
https://openalex.org/W1566598272,Teleological arguments and theory-based dialectics,,14,4,0.000043,0
https://openalex.org/W1566778104,Kant and Cosmopolitanism: The Philosophical Ideal of World Citizenship,,22,0,0.000004,12
https://openalex.org/W1567091907,The Gentle Civilizer of Nations: The Rise and Fall of International Law 1870–1960,,20,6,0.000074,12
https://openalex.org/W1567259932,Emotive Language in Argumentation,,14,4,0.000001,0
https://openalex.org/W1567271907,Principles of Criminal Law,,5,13,0.00003,11
https://openalex.org/W1567306273,An Introduction to Law and Regulation: Text and Materials,,16,1,0.000032,10
https://openalex.org/W1568392343,In Defense of Legal Positivism: Law without Trimmings,,9,6,0.006532,12
https://openalex.org/W1568887659,Exploring law's empire : the jurisprudence of Ronald Dworkin,,7,6,0.00025,12
https://openalex.org/W1570099351,On law and reason,,33,6,0.000389,0
https://openalex.org/W1570135578,A Theory of Secession: The Case for Political Self-Determination,,28,5,0.000098,2
https://openalex.org/W1570210665,Constitutionalism: Philosophical Foundations,,4,6,0.000085,5
https://openalex.org/W1571603731,Law and the modern mind,,2,6,0.00031,7
https://openalex.org/W1574390379,The Least Dangerous Branch: The Supreme Court at the Bar of Politics,,8,6,0.00044,5
https://openalex.org/W1574674163,Legal Justification by Optimal Coherence,,35,9,0.022441,5
https://openalex.org/W1574688956,Hans Kelsen's Pure Theory of Law: Legality and Legitimacy,,27,6,0.000208,12
https://openalex.org/W1575619584,Frame-based conceptual models of statute law,,24,4,0.000017,13
https://openalex.org/W1576429712,Constructing Legal Arguments with Rules in the Legal Knowledge Interchange Format (LKIF),,24,4,0.000001,0
https://openalex.org/W1577027906,Realistic Socio-Legal Theory: Pragmatism and A Social Theory of Law,,23,6,0.000209,12
https://openalex.org/W1577542310,Understanding Criminal Law,,5,13,0.000011,19
https://openalex.org/W1577632295,"The Fragility of Consensus: Public Reason, Diversity and Stability",,19,12,0.000017,6
https://openalex.org/W1578179010,The frontal cortex and the criminal justice system,,5,13,0,11
https://openalex.org/W1579308153,Causation in the law,,31,13,0.000087,7
https://openalex.org/W1579449604,Justice Beyond Borders: A Global Political Theory,,13,16,0.000083,2
https://openalex.org/W1582040817,"Statistical Evidence, Sensitivity, and the Legal Value of Knowledge",,22,13,0.000001,3
https://openalex.org/W1582197671,Justice for Hedgehogs,,16,6,0.00429,12
https://openalex.org/W1582972272,The Apology Ritual: A Philosophical Theory of Punishment,,5,13,0.000004,11
https://openalex.org/W1583439904,International Law's Relative Authority,,35,9,0.025934,5
https://openalex.org/W1583641956,Risks and Wrongs,,2,16,0.000053,7
https://openalex.org/W1584140962,Introduction to the Problems of Legal Theory: A Translation of the First Edition of the Reine Rechtslehre or Pure Theory of Law,,27,6,0.000178,12
https://openalex.org/W1584251685,Types and roles of legal ontologies,,24,4,0.000006,13
https://openalex.org/W1584634947,Evaluating a Legal Argument Progra: The BankXX Experiments,,14,4,0.000005,0
https://openalex.org/W1586995758,Criminal Law: The General Part,,5,13,0.000005,19
https://openalex.org/W1587380778,Rhetoric and the Rule of Law: A Theory of Legal Reasoning,,33,6,0.000205,5
https://openalex.org/W1587641581,"The rights of others : aliens, residents, and citizens",,29,11,0.000073,6
https://openalex.org/W1587784460,The Law of Restitution,,2,6,0.000022,7
https://openalex.org/W1588381368,Kant's Doctrine of Right: A Commentary,,22,0,0.000019,4
https://openalex.org/W1588542075,Free will and illusion,,5,13,0.000004,11
https://openalex.org/W1588847699,The Harm in Hate Speech,,16,3,0.000021,17
https://openalex.org/W1589420562,Answering for Crime: Responsibility and Liability in the Criminal Law,,5,13,0.000098,11
https://openalex.org/W1590457391,"Atrocity, Punishment, and International Law",,24,14,0.000046,1
https://openalex.org/W1590467032,Two Conceptions of Emotion in Criminal Law,,5,13,0.000001,19
https://openalex.org/W1592959975,Dialectical models in artificial intelligence and law,,14,4,0.000031,0
https://openalex.org/W1593671444,DiaLaw: On Legal Justification and Dialogical Models of Argumentation,,14,4,0.000077,0
https://openalex.org/W1593887675,Begriff und Geltung des Rechts,,7,6,0.000344,12
https://openalex.org/W1595012795,The Province of Jurisprudence Determined,,12,6,0.009989,12
https://openalex.org/W1595353434,The metaphysics of morals,,13,16,0.000835,7
https://openalex.org/W1596962160,Prosecuting International Crimes: Selectivity and the International Criminal Law Regime,,24,14,0.000002,1
https://openalex.org/W1597236456,Moral Repair: Reconstructing Moral Relations after Wrongdoing,,5,13,0.000002,11
https://openalex.org/W1597362725,Legal Reasoning and Political Conflict,,23,6,0.000215,12
https://openalex.org/W1598548519,From Normativity to Responsibility,,5,6,0.000199,12
https://openalex.org/W1600311062,A Comparison of Four Ontologies for the Design of Legal Knowledge Systems,,24,4,0.000012,13
https://openalex.org/W1602623594,"Minorities within Minorities: Multiculturalism and feminism: no simple question, no simple answers",,29,11,0.00003,6
https://openalex.org/W1605421440,An Introduction to Legal Reasoning,,33,4,0.000189,0
https://openalex.org/W1606033122,A Theory of Crimes Against Humanity,,24,14,0.000013,1
https://openalex.org/W1607757073,"On Dialogue Systems with Speech Acts, Arguments, and Counterarguments",,14,4,0.000004,0
https://openalex.org/W1608224782,Immanuel Kant: Practical philosophy: The metaphysics of morals (1797),,22,16,0.000016,7
https://openalex.org/W1616374570,A Structured Taxonomy of Responsibility Concepts,,5,13,0.000001,11
https://openalex.org/W162577003,"Civic Virtues: Rights, Citizenship, and Republican Liberalism",,18,16,0.000205,9
https://openalex.org/W1636613648,Proof Burdens and Standards,,14,4,0.000013,0
https://openalex.org/W1637265009,A neuroscientific approach to normative judgment in law and justice,,5,13,0,11
https://openalex.org/W164240929,What is Equality? Part 2: Equality of Resources,,32,16,0.000122,9
https://openalex.org/W164543311,The Moral Education Theory of Punishment,,5,13,0.000099,11
https://openalex.org/W1647597836,Argument Schemes for Legal Case-based Reasoning,,14,4,0.000016,0
https://openalex.org/W165840446,"Actions, intentions, and consequences: the doctrine of double effect.",,24,16,0.005237,8
https://openalex.org/W1660713213,Pierson vs. Post RevisitedA Reconstruction using the Carneades Argumentation Framework,,14,4,0.000007,0
https://openalex.org/W1686779877,A note on dimensions and factors,,14,4,0.000073,0
https://openalex.org/W169219175,Rescuing justice and equality,,36,16,0.001616,9
https://openalex.org/W1705033826,Autonomy and the Challenges to Liberalism: Moral Autonomy and Personal Autonomy,,29,11,0.00001,6
https://openalex.org/W174389237,ON ANALOGICAL REASONING,,33,4,0.000056,0
https://openalex.org/W1752804396,"Epistemology and ontology in core ontologies: FOLaw and LRI-Core, two core ontologies for law",,24,4,0.000009,13
https://openalex.org/W1752934815,LegalRuleML: XML-based rules and norms,,24,4,0,0
https://openalex.org/W175463262,The concept of a legal system,,25,6,0.003295,12
https://openalex.org/W1769728822,"Stellenindex und Konkordanz zum Naturrecht Feyerabend, Teilband I: Einleitung des Naturrechts Feyerabend",,22,0,0.000003,4
https://openalex.org/W177543178,Race and Essentialism in Feminist Legal Theory,,31,11,0.000026,9
https://openalex.org/W1783030812,The authority of the state,,21,16,0.004627,9
https://openalex.org/W1784315468,Remedies for Expanding Liability,,29,16,0.000001,7
https://openalex.org/W1803159072,Modelling Defeasibility in Law: Logic or Procedure?,,14,4,0.000018,0
https://openalex.org/W1814152743,Meeting Principles and Lifeworlds Halfway: Jürgen Habermas on the Future of Europe:,,29,11,0.000008,6
https://openalex.org/W1814366986,Two Views of Collective Rights,,0,8,0.000106,9
https://openalex.org/W1814854443,Abandoning the Abandonment Objection: Luck Egalitarian Arguments for Public Insurance,,32,16,0.000016,9
https://openalex.org/W181618895,An Institutional Theory of Law,,20,7,0.025427,8
https://openalex.org/W1827110031,Use and reuse of legal ontologies in knowledge engineering and information management,,24,4,0.000011,13
https://openalex.org/W1838319998,The Idea of Public Law,,22,6,0.000073,12
https://openalex.org/W1843303664,The Negotiable Constitution: On the Limitation of Rights,,33,6,0.000089,5
https://openalex.org/W1852989794,AFTER INCOMPATIBILISM: A NATURALISTIC DEFENSE OF THE REACTIVE ATTITUDES*,,5,13,0.000001,11
https://openalex.org/W1853490720,Free Will and Luck,,5,13,0.000001,11
https://openalex.org/W1859893825,A Permissive Theory of Territorial Rights,,31,5,0.000006,2
https://openalex.org/W1861517128,Sentencing and criminal justice,,5,13,0.000005,11
https://openalex.org/W1861935076,"Sensitivity, Causality, and Statistical Evidence in Courts of Law",,22,13,0,3
https://openalex.org/W1871198611,Prescribing Institutions Without Ideal Theory,,34,10,0.000025,2
https://openalex.org/W1872390457,Democracy Is Not Intrinsically Just,,29,11,0.000057,6
https://openalex.org/W1876069,The Relation Between Forward-Looking and Backward-Looking Responsibility,,5,13,0.000001,11
https://openalex.org/W1879898357,The Pleadings Game: an exercise in computational dialectics,,14,4,0.000116,0
https://openalex.org/W1879914892,A hybrid rule --- neural approach for the automation of legal reasoning in the discretionary domain of family law in Australia,,14,4,0.000028,0
https://openalex.org/W188032603,Severe Poverty as a Human Rights Violation,,13,16,0.000003,2
https://openalex.org/W1882194402,The prisoners' dilemma political economy and punishment in contemporary democracies,,27,13,0.000001,11
https://openalex.org/W1885738906,Forms Liberate: Reclaiming the Jurisprudence of Lon L Fuller,,8,6,0.000228,12
https://openalex.org/W1886723030,Why people obey the law,,31,6,0.000378,12
https://openalex.org/W1892499457,The Ends of Harm: The Moral Foundations of Criminal Law,,24,13,0.00003,11
https://openalex.org/W1894614310,Ideal vs. Non-ideal Theory: A Conceptual Map,,34,10,0.000076,2
https://openalex.org/W1898777572,Who is Afraid of Radical Pluralism? Legal Order and Political Stability in the Postnational Space*,,35,9,0.020266,5
https://openalex.org/W1899358847,Legitimacy without the Duty to Obey,,34,16,0.000327,9
https://openalex.org/W191925210,The Carneades Argumentation FrameworkUsing Presumptions and Exceptions to Model Critical Questions,,14,4,0.000008,0
https://openalex.org/W1919878871,Fairness versus Welfare,,2,6,0.000069,7
https://openalex.org/W1922540135,The concept of human dignity and the realistic utopia of human rights,,16,1,0.002116,10
https://openalex.org/W1936596455,Cognitive Carpentry: A Blueprint for How to Build a Person,,14,4,0.000054,0
https://openalex.org/W1952168506,Reasons and Intentions in Law and Practical Agency,,27,15,0.955287,20
https://openalex.org/W1953136326,Modeling Legal Argument: Reasoning with Cases and Hypotheticals,,14,4,0.000115,0
https://openalex.org/W1960628715,Robert P. Burns: Kafka’s Law: The Trial and American Criminal Justice,,31,6,0.000159,12
https://openalex.org/W1963741677,MORALITY AND BAD LUCK,,5,13,0,11
https://openalex.org/W1963817009,Islands in a sea of obligation: Limits of the duty to rescue,,28,5,0.000048,2
https://openalex.org/W1963876136,Politics and International Legal Obligation,,33,4,0.000013,0
https://openalex.org/W1965823236,"Judicial obligation, precedent and the common law",,7,6,0.001176,12
https://openalex.org/W1966116708,A Guide to Critical Legal Studies,,23,6,0.000144,12
https://openalex.org/W1966340639,Justice as Fairness : A Restatement,,36,16,0.000309,9
https://openalex.org/W1966379407,CABARET: rule interpretation in a hybrid architecture,,14,4,0.000087,0
https://openalex.org/W1966400125,On conflicts between rights,,0,8,0.000516,9
https://openalex.org/W1966835138,A simple theory of promising,,24,12,0.000453,21
https://openalex.org/W1967021445,Climate change refugees,,28,5,0.000111,2
https://openalex.org/W1967260891,The Good of Marriage and the Morality of Sexual Relations: Some Philosophical and Historical Observations,,10,7,0.049849,8
https://openalex.org/W1967546946,The Ethics of Immigration,,22,11,0.00001,2
https://openalex.org/W1967948272,Recent Work on Free Will and Moral Responsibility,,19,12,0.000017,6
https://openalex.org/W1968224599,A Theory of Property,,20,16,0.000083,7
https://openalex.org/W1968567610,"A study of accrual of arguments, with applications to evidential reasoning",,14,4,0.000009,0
https://openalex.org/W1968969966,"God, Locke, and Equality: Christian Foundations in Locke's Political Thought",,20,16,0.000078,23
https://openalex.org/W1969728099,Global Distributive Justice and the State,,28,5,0.000014,2
https://openalex.org/W1970380565,On the Currency of Egalitarian Justice,,32,16,0.001386,9
https://openalex.org/W1970817927,The evolution of common law,,2,6,0.000018,7
https://openalex.org/W1971233474,Punishment: the supposed justifications,,5,13,0.000011,11
https://openalex.org/W1972204416,The Vacuous Concept of Dignity,,16,8,0.000022,10
https://openalex.org/W1972337522,Legal reasoning with argumentation schemes,,14,4,0.000011,0
https://openalex.org/W1972471114,The Justification of Human Rights and the Basic Right to Justification. A Reflexive Approach,,16,16,0.000066,2
https://openalex.org/W1972753218,Dialectic semantics for argumentation frameworks,,14,4,0.000004,0
https://openalex.org/W1973317916,"Justification, coercion, and the place of public reason",,29,11,0.000009,6
https://openalex.org/W1973380483,Responsibility Without Blame: Empathy and the Effective Treatment of Personality Disorder.,,5,13,0.000001,11
https://openalex.org/W1973550469,An Introduction to International Institutional Law,,20,6,0.000007,12
https://openalex.org/W1973765901,The Science of a Legislator: The Natural Jurisprudence of David Hume and Adam Smith,,20,16,0.000011,9
https://openalex.org/W1974009048,Does Free Exercise of Religion Deserve Constitutional Mention,,10,1,0.00026,10
https://openalex.org/W1975154664,Giving desert its due,,5,13,0.000004,11
https://openalex.org/W1975192395,In defense of natural law,,10,7,0.000309,8
https://openalex.org/W1975396405,Case-based reasoning and its implications for legal expert systems,,14,4,0.000016,0
https://openalex.org/W1975710200,Moral Principles and Political Obligations,,21,16,0.001473,9
https://openalex.org/W1975824152,The pragmatics of legal language,,7,6,0.000093,0
https://openalex.org/W1975959592,Persons and Punishment,,5,13,0.000285,11
https://openalex.org/W1976156251,"BLAME, MORAL STANDING AND THE LEGITIMACY OF THE CRIMINAL TRIAL",,5,13,0.000014,11
https://openalex.org/W1976412163,The Conceptual Priority of Injustice,,34,16,0.000111,9
https://openalex.org/W1976416124,Building the Union: The Nature of Sovereignty in the Political Architecture of Europe,,22,1,0.000014,6
https://openalex.org/W1976898315,What is Legal Pluralism,,31,6,0.000195,5
https://openalex.org/W1976902801,A factor-based definition of precedential constraint,,14,4,0.000069,0
https://openalex.org/W1977155386,Automatic detection of arguments in legal texts,,14,4,0.000001,0
https://openalex.org/W1977899774,The Closeness Problem and the Doctrine of Double Effect: A Way Forward,,10,7,0.075625,8
https://openalex.org/W1977905103,Between Facts and Norms,,18,6,0.000424,5
https://openalex.org/W1977927756,"The Mad, the Bad, and the Psychopath",,5,13,0,11
https://openalex.org/W1978533242,Some Critical Remarks about Samuel Pufendorf and His Contributions to Jurisprudence,,10,2,0.000018,23
https://openalex.org/W1979320841,The Zeno argumentation framework,,14,4,0.000024,0
https://openalex.org/W1979394595,Properties and Complexity of Some Formal Inter-agent Dialogues,,14,4,0.000002,0
https://openalex.org/W1979424742,Structural adjudication and the new law merchant: A model of decentralized law,,33,6,0.000031,12
https://openalex.org/W1979872772,Constitutional Interpretation: Originalism,,10,7,0.073842,8
https://openalex.org/W1979887341,The moral foundation of rights,,11,16,0.000678,9
https://openalex.org/W1980315820,Hart's Postscript and the Character of Political Philosophy,,27,15,0.337463,20
https://openalex.org/W1980392060,Debate: Estlund on democratic authority,,29,11,0.000044,6
https://openalex.org/W1980691437,On the territorial rights of states,,31,5,0.000048,2
https://openalex.org/W1981364594,The Law of Peoples,,17,16,0.000586,2
https://openalex.org/W1981788994,The Realm of Rights,,26,16,0.000433,9
https://openalex.org/W1982165862,The Language of the Law,,30,6,0.00002,7
https://openalex.org/W1982329760,Towards a formal account of reasoning about evidence: argumentation schemes and generalisations,,14,4,0.000019,0
