"","id","display_name","publication_year","type","journal","journal_id","doi","first_author"
"12","https://openalex.org/W2151054860","US Women Federal Court Judges Appointed by President Carter",2009,"journal-article","Feminist Legal Studies","https://openalex.org/V74983385","https://doi.org/10.1007/s10691-009-9109-6","Elaine Martin"
"13","https://openalex.org/W2069619039","Rethinking the Hittite System of Subordinate Countries from the Legal Point of View",2003,"journal-article","Journal of the American Oriental Society","https://openalex.org/V146822473","https://doi.org/10.2307/3589966","Amnon Altman"
"14","https://openalex.org/W2119472499","The Copywrights: Intellectual Property and the Literary Imagination (review)",2004,"journal-article","Symploke","https://openalex.org/V19463228","https://doi.org/10.1353/sym.2005.0038","Lisa Samuels"
"15","https://openalex.org/W2007954562","Lives behind the Laws: The World of the Codex Hermogenianus",2013,"journal-article","The European Legacy","https://openalex.org/V25616042","https://doi.org/10.1080/10848770.2013.775108","Victor Castellani"
"16","https://openalex.org/W2007402285","Is There a Good Case for New Zealand Exceptionalism",2008,"journal-article","Thesis Eleven","https://openalex.org/V97919111","https://doi.org/10.1177/0725513607085043","Miles Fairburn"
"17","https://openalex.org/W1493300587","Lei e violencia ou a legitimaçao política em Maquiavel",2011,"journal-article","Trans-form-acao","https://openalex.org/V202107051","https://doi.org/10.1590/s0101-31732011000100003","José Luiz Ames"
"18","https://openalex.org/W2056278978","Last orders at the bar? Competition, choice and justice for all - the impact of solicitor-advocacy",1999,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/19.4.555","Gerard Hanlon"
"19","https://openalex.org/W2069968847","A loss of innocence?: judicial independence and the separation of powers",1999,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/19.3.365","R. Stevens"
"20","https://openalex.org/W2127449099","Judicial review: a practising judge's perspective",1999,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/19.2.153","Stephen Breyer"
"21","https://openalex.org/W2021195691","Who can counsel",2002,"journal-article","The Philosophers’ Magazine","https://openalex.org/V2764428378","https://doi.org/10.5840/tpm20021943","Christian Perring"
"22","https://openalex.org/W2007854678","La fuerza vinculante del precedente judicial",2006,"journal-article","Isegoria","https://openalex.org/V989747634","https://doi.org/10.3989/isegoria.2006.i35.36","Juan Igartua Salaverría"
"23","https://openalex.org/W1987918545","L'institutionnalisation de la profession de journaliste",1994,"journal-article","Hermes","https://openalex.org/V189476316","https://doi.org/10.4267/2042/15526","Arnaud Mercier"
"24","https://openalex.org/W1979675252","Review article. Instituting property",1998,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/18.2.331","A Pottage"
"25","https://openalex.org/W2023047937","Critical Legal Studies in England: Prospective Histories",1992,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/12.2.195","Peter Goodrich"
"26","https://openalex.org/W2017751395","JUDICIAL DISCRETION IN RELATION TO CONFESSIONS",1983,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/3.2.222","C. R. Williams"
"27","https://openalex.org/W2004551271","DIVORCE IN ENGLAND 1700–1857",1985,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/5.2.155","Sybil Wolfram"
"28","https://openalex.org/W2046278870","‘IT ALL COMES OUT IN THE END’: JUDICIAL RHETORICS AND THE STRATEGY OF REASSURANCE",1987,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/7.2.258","Wojciech Sadurski"
"29","https://openalex.org/W1977354580","LOCKEAN PROPERTY AND LITERARY WORKS",2008,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325208080129","Jonathan Peterson"
"30","https://openalex.org/W2071251028","The Politics of Law in Mozambique: Customary Authority and Changing Premises of Legal Reform",2004,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1023/b:sela.0000030030.56922.de","Pekka Virtanen"
"31","https://openalex.org/W2030586652","Review Essay Dieter Paul Polloczek ,Literature and Legal Discourse: Equity and Ethics from Sterne to Conrad(Cambridge: Cambridge University Press, 1999); ISBN 052165251, 269 pp. + viii, hb., $59.95. Lynne Marie De Cicco ,Women and Lawyers in the Mid-nineteenth Century English Novel: Uneasy Alliances and Narrative Misrepresentation(Lewiston, Queenston and Lampeter: Edwin Mellen, 1996); ISBN 0773487565; 336 pp., hb., $42.78.",2001,"journal-article","Cardozo Studies in Law and Literature","https://openalex.org/V532316","https://doi.org/10.1525/lal.1.2001.13.2.323","Penelope J Pether"
"32","https://openalex.org/W1531049625","The Battle Over the Legal Ethics Confidentiality Rule in the United States",2001,"journal-article","Legal Ethics","https://openalex.org/V178520001","https://doi.org/10.1080/1460728x.2001.11424145","Lloyd B. Snyder"
"33","https://openalex.org/W2167774041","History for a practice profession",2006,"journal-article","Nursing Inquiry","https://openalex.org/V26958175","https://doi.org/10.1111/j.1440-1800.2006.00332.x","Patricia D'Antonio"
"34","https://openalex.org/W1983335595","The Ethical, Social and Judicial Significance of the Ekpe Fraternity Shrine Among the Effik",2007,"journal-article","Sophia: An African Journal of Philosophy","https://openalex.org/V2764375249","https://doi.org/10.4314/sophia.v9i1.38756","Ekwutosi Essien Offiong"
"35","https://openalex.org/W2125427853","The rise and fall of the medical gaze: the political economy of immigrant medical inspection in modern America.",2006,"journal-article","Science in Context","https://openalex.org/V7273216","https://doi.org/10.1017/s0269889706000962","Amy L. Fairchild"
"36","https://openalex.org/W2414462592","Healthcare online.... Legal research.",2001,"journal-article","Jona's Healthcare Law, Ethics, and Regulation","https://openalex.org/V174143900","https://doi.org/10.1097/00128488-200112000-00003","Edward L. Beard"
"37","https://openalex.org/W2797488325","A Case of Client-Kingship",1985,"journal-article","American Journal of Philology","https://openalex.org/V186893535","https://doi.org/10.2307/295052","F. E. Romer"
"38","https://openalex.org/W2133592470","Pluralism, Principles and Proportionality in Intellectual Property",2014,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/gqt029","Justine Pila"
"39","https://openalex.org/W2313165809","Cui bono? Selfish goals need to pay their way.",2014,"journal-article","Behavioral and Brain Sciences","https://openalex.org/V59628311","https://doi.org/10.1017/s0140525x1300215x","David Spurrett"
"40","https://openalex.org/W1946352800","Robert Bartlett, Gerald of Wales, 1146–1223 . (Oxford Historical Monographs.) New York: Clarendon Press, Oxford University Press, 1982. Pp. 246. $46. Brynley F. Roberts, Gerald of Wales . (Writers of Wales.) Cardiff: University of Wales Press, on behalf of the Welsh Arts Council, 1982. Paper. Pp. 107; frontispiece. L2.50.",1985,"journal-article","Speculum","https://openalex.org/V164398212","https://doi.org/10.2307/2852138","Richard W. Pfaff"
"41","https://openalex.org/W1493300587","Lei e violencia ou a legitimaçao política em Maquiavel",2011,"journal-article","Trans-form-acao","https://openalex.org/V202107051","https://doi.org/10.1590/s0101-31732011000100003","José Luiz Ames"
"42","https://openalex.org/W1991267102","Medical Teaching by a Non-Medical Specialist",1957,"journal-article","Perspectives in Biology and Medicine","https://openalex.org/V28937869","https://doi.org/10.1353/pbm.1957.0006","C. Judson Herrick"
"43","https://openalex.org/W2002128609","Les travaux et les jours d'Honoré de Balzac : chronologie de la création balzacienne",1994,"journal-article","Substance","https://openalex.org/V22748130","https://doi.org/10.2307/3684809","Stéphane Vachon"
"44","https://openalex.org/W2513079825","Ireland, Wales, and England in the Eleventh Century.K. L. Maund",1994,"journal-article","Speculum","https://openalex.org/V164398212","https://doi.org/10.2307/3040917","Paul Cullity"
"45","https://openalex.org/W2323948093","Anthony Emery, Greater Medieval Houses of England and Wales, 1300–1500, 1: Northern England . Cambridge, Eng.: Cambridge University Press, 1996. Pp. xiv, 435; black-and-white frontispiece, 210 black-and-white plates, 104 black-and-white figures, and 3 tables. $125.",1998,"journal-article","Speculum","https://openalex.org/V164398212","https://doi.org/10.2307/2887388","M. F. Hearn"
"46","https://openalex.org/W2512564446","The Medieval Castle in England and Wales: A Social and Political History.N. J. G. Pounds",1993,"journal-article","Speculum","https://openalex.org/V164398212","https://doi.org/10.2307/2865575","Charlotte Newmann Goldy"
"47","https://openalex.org/W2319372135","The Agrarian History of England and Wales, 3: 1348-1500.Edward Miller",1994,"journal-article","Speculum","https://openalex.org/V164398212","https://doi.org/10.2307/2864852","J. A. Raftis"
"48","https://openalex.org/W1842326924","Law as a psychological phenomenon: L. petrajitzky's theory of law and morals",1936,"journal-article","The Australasian journal of psychology and philosophy","https://openalex.org/V4210208676","https://doi.org/10.1080/00048403608541078","A. Patkin"
"49","https://openalex.org/W2144268044","Strange Bedfellows. How Medical Jurisprudence Has Influenced Medical Ethics and Medical Practice",2003,"journal-article","Journal of Medical Ethics","https://openalex.org/V70185877","https://doi.org/10.1136/jme.29.4.e10","C Stewart"
"50","https://openalex.org/W3124786388","Between Insensitivity and Incompleteness: Against the Will Theory of Rights",2010,"journal-article","Res Publica","https://openalex.org/V163937955","https://doi.org/10.1007/s11158-010-9134-y","Nicholas Vrousalis"
"51","https://openalex.org/W2048403685","Witnesses of the body: medico-legal cases in seventeenth-century Rome.",2002,"journal-article","Studies in History and Philosophy of Science","https://openalex.org/V21220828","https://doi.org/10.1016/s0039-3681(02)00005-5","Silvia De Renzi"
"52","https://openalex.org/W4206161492","Lawyers and Litigants in Ancient Athens; The Genesis of the Legal Profession. By Robert J. Bonner. Pp. xi + 276. The University of Chicago Press, 1927.",1927,"journal-article","The Journal of Hellenic Studies","https://openalex.org/V45659824","https://doi.org/10.2307/625225","None H. F. J."
"53","https://openalex.org/W2155649692","Eichmann's Mind: Psychological, Philosophical, and Legal Perspectives",2001,"journal-article","Theoretical Inquiries in Law","https://openalex.org/V30990483","https://doi.org/10.2202/1565-3404.1013","José Brunner"
"54","https://openalex.org/W2269856486","Therapy, Enhancement, and Medicine: Challenges for the Doctor–Patient Relationship and Patient Safety",2017,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1007/s10551-016-3042-9","James J. Delaney"
"55","https://openalex.org/W2804127162","THE ROLE OF CHARACTER IN ATHENIAN COURTS - (V.) Adamidis Character Evidence in the Courts of Classical Athens. Rhetoric, Relevance and the Rule of Law. Pp. viii + 235. London and New York: Routledge, 2017. Cased, L105, US$149.95. ISBN: 978-1-472-48369-0.",2018,"journal-article","Classical Review","https://openalex.org/V50128530","https://doi.org/10.1017/s0009840x18000641","Edward M. Harris"
"56","https://openalex.org/W1988875488","The Law of Sexual Harassment",2005,"journal-article","Business Ethics Quarterly","https://openalex.org/V9702615","https://doi.org/10.5840/beq200515324","Iddo Landau"
"57","https://openalex.org/W2905493755","ROMAN LAW - (R.) Domingo Roman Law. An Introduction. Pp. xiv + 238. London and New York: Routledge, 2018. Paper, L29.99 (Cased, L110). ISBN: 978-0-8153-6277-7 (978-0-8153-6275-3 hbk).",2019,"journal-article","Classical Review","https://openalex.org/V50128530","https://doi.org/10.1017/s0009840x18002688","Kaius Tuori"
"58","https://openalex.org/W2990687709","Souled out of rights? – predicaments in protecting the human spirit in the age of neuromarketing",2019,"journal-article","Life Sciences, Society and Policy","https://openalex.org/V2739080197","https://doi.org/10.1186/s40504-019-0095-4","Alexander Sieber"
"59","https://openalex.org/W3020278313","The Indigenous Rights State",2020,"journal-article","Ratio Juris","https://openalex.org/V183135890","https://doi.org/10.1111/raju.12270","Benjamin Gregg"
"60","https://openalex.org/W3009246517","Arresting Masculinity: Anger, Hybridity and the Reproduction of Phallic Space",2020,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09716-7","Dany Nobus"
"61","https://openalex.org/W2897014036","Mass Violence and the Continuum of Destruction: A study of C. P. Taylor’s Good",2020,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09718-5","James Hardie-Bick"
"62","https://openalex.org/W3025706644","Apocalypse Now!: From Freud, Through Lacan, to Stiegler's Psychoanalytic 'Survival Project.",2020,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09715-8","Mark Featherstone"
"63","https://openalex.org/W2796512135","Symbolae ad Jus et Historiam Antiquitatis Pertinentes Julio Christiano Van Oven Dedicatae",1948,"journal-article","American Journal of Philology","https://openalex.org/V186893535","https://doi.org/10.2307/290920","Max Radin"
"64","https://openalex.org/W2079572708","Execution Without Verdict: Kafka's (Non-)Person",2015,"journal-article","Law and Critique","https://openalex.org/V203428546","https://doi.org/10.1007/s10978-015-9160-1","Katrin Trüstedt"
"65","https://openalex.org/W2278645311","Legal Speech and Implicit Content in the Law",2016,"journal-article","Ratio Juris","https://openalex.org/V183135890","https://doi.org/10.1111/raju.12113","Luke William Hunt"
"66","https://openalex.org/W2274021196","Semiotics of Islamic Law, Ma<U+1E63>la<U+1E25>a, and Islamic Economic Thought",2016,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-016-9457-x","Sami Al-Daghistani"
"67","https://openalex.org/W2575407494","Expected Applications, Contextual Enrichment, and Objective Communicative Content: The Linguistic Case for Conception-Textualism",2015,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325216000069","Hrafn Asgeirsson"
"68","https://openalex.org/W2801629599","Aporia Phila z perspektywy teorii aktów mowy",2018,"journal-article","Avant: Journal of the Philosophical-Interdisciplinary Vanguard","https://openalex.org/V1028556770","https://doi.org/10.26913/90102018.0103.0005","Bartosz Biskup"
"69","https://openalex.org/W2891910475","Tolerance, flexibility and the application of kind terms",2021,"journal-article","Synthese","https://openalex.org/V255146","https://doi.org/10.1007/s11229-018-01898-9","Genoveva Martí"
"70","https://openalex.org/W2891503883","Common-Sense Causation in the Law",2018,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/gqy028","Andrew Summers"
"71","https://openalex.org/W2999166189","Appropriation Art, Fair Use, and Metalinguistic Negotiation",2020,"journal-article","British Journal of Aesthetics","https://openalex.org/V184888067","https://doi.org/10.1093/aesthj/ayz055","Elizabeth Amber Cantalamessa"
"72","https://openalex.org/W2995685320","On whales and fish. Two models of interpretation",2020,"journal-article","Jurisprudence","https://openalex.org/V2737598823","https://doi.org/10.1080/20403313.2019.1699351","Genoveva Martí"
"73","https://openalex.org/W3028168225","Review Article of Implicatures Within Legal Language by Izabela Skoczeñ (Springer 2019)",2020,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09729-2","Francesca Poggi"
"74","https://openalex.org/W1588511870","Some Logico-Semantical Themes in Karl Olivecrona's Philosophy of Law: A Non-Exegetical Approach",2008,"journal-article","Theoria","https://openalex.org/V162880254","https://doi.org/10.1111/j.1755-2567.2008.00025.x","Lennart Aqvist"
"75","https://openalex.org/W2193373322","Brian Leiter, Objectivity in Law and Morals",2002,"journal-article","Philosophical Inquiry","https://openalex.org/V121668400","https://doi.org/10.5840/philinquiry2002241/214","William A. Edmundson"
"76","https://openalex.org/W2300170772","On the Fiction of the Retroaction of the Condition in Contracts. A Legal, Metaphysical and Science-Theoretical Puzzle",2016,"journal-article","Philosophia scientiae","https://openalex.org/V4210215398","https://doi.org/10.4000/philosophiascientiae.1162","Giuliano Bacigalupo"
"77","https://openalex.org/W2405738849","Anscombe on the Sources of Normativity",2017,"journal-article","Journal of Value Inquiry","https://openalex.org/V81604740","https://doi.org/10.1007/s10790-016-9562-9","Katharina Nieswandt"
"78","https://openalex.org/W3122992002","Does Legal Interpretation Need Paul Grice?: Reflections on Lepore and Stone’s Imagination and Convention",2016,"journal-article","Polish Journal of Philosophy","https://openalex.org/V132236236","https://doi.org/10.5840/pjphil20161014","Marcin Matczak"
"79","https://openalex.org/W2928563359","Theories of vagueness and theories of law",2019,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325219000028","Alex Silk"
"80","https://openalex.org/W1992548778","Particulars, Practices, and Pragmatic Feminism: Breaking Rules and Rulings with William James",2008,"journal-article","Journal of Speculative Philosophy","https://openalex.org/V54596512","https://doi.org/10.1353/jsp.0.0016","Erin C. Tarver"
"81","https://openalex.org/W2085593820","Formal Legal Truth and Substantive Truth in Judicial Fact-Finding -- Their Justified Divergence in some Particular Cases",1999,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.2307/3505142","Robert S. Summers"
"82","https://openalex.org/W1969986993","Some remarks on performatives in the law",2003,"journal-article","Artificial Intelligence and Law","https://openalex.org/V96609033","https://doi.org/10.1023/b:arti.0000046006.52190.33","Lennart Aqvist"
"83","https://openalex.org/W1974254428","Freedom, Value, and the Law: Three Paradoxes",1951,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/290805","John Nelson Park"
"84","https://openalex.org/W1975824152","The pragmatics of legal language",2008,"journal-article","Ratio Juris","https://openalex.org/V183135890","https://doi.org/10.1111/j.1467-9337.2008.00400.x","Andrei Marmor"
"85","https://openalex.org/W2128162709","Counterlegals and Necessary Laws",2004,"journal-article","The Philosophical Quarterly","https://openalex.org/V81959571","https://doi.org/10.1111/j.0031-8094.2004.00360.x","Toby Handfield"
"86","https://openalex.org/W3121415872","Law and Language: How Words Mislead Us",2010,"journal-article","Jurisprudence","https://openalex.org/V2737598823","https://doi.org/10.5235/204033210791557290","Brian H. Bix"
"87","https://openalex.org/W1894882263","The dead donor rule, voluntary active euthanasia, and capital punishment.",2011,"journal-article","Bioethics","https://openalex.org/V31551615","https://doi.org/10.1111/j.1467-8519.2009.01767.x","Christian Coons"
"88","https://openalex.org/W4205192415","“LAW”",2003,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325203000016","Jules L. Coleman"
"89","https://openalex.org/W2022181077","Philosophy of Law and the Theory of Speech Acts",1988,"journal-article","Ratio Juris","https://openalex.org/V183135890","https://doi.org/10.1111/j.1467-9337.1988.tb00015.x","Paul Amselek"
"90","https://openalex.org/W3123211634","Legal Statements and Normative Language",2011,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/s10982-010-9089-3","Luís Duarte d’Almeida"
"91","https://openalex.org/W2114410407","VAGUENESS HAS NO FUNCTION IN LAW",2001,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325201704041","Roy Sorensen"
"92","https://openalex.org/W2010215763","LAW IS NECESSARILY VAGUE",2001,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s135232520170403x","Timothy Endicott"
"93","https://openalex.org/W2081662590","SORENSEN: VAGUENESS HAS NO FUNCTION IN LAW",2001,"journal-article","Legal Theory","https://openalex.org/V139242520","https://doi.org/10.1017/s1352325201704053","Joseph Raz"
"94","https://openalex.org/W2333517116","LAW, LANGUAGE, AND LEGAL DETERMINACY. By Brian Bix (Clarendon Press, 1993). 221 pp.",1994,"journal-article","The American Journal of Jurisprudence","https://openalex.org/V2735326605","https://doi.org/10.1093/ajj/39.1.493","Robert Henle"
"95","https://openalex.org/W2112258847","Legislative Intention Vindicated",2013,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/gqt016","Jeffrey Goldsworthy"
"96","https://openalex.org/W1459369559","Linguistics, Language, and the Law",1999,"book-chapter","Semiotics","https://openalex.org/V4210206006","https://doi.org/10.5840/cpsem199917","Frank Nuessel"
"97","https://openalex.org/W3122584058","On the Instrumental Value of Vagueness in the Law",2015,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/678480","Hrafn Asgeirsson"
"98","https://openalex.org/W2284309018","Moral Vagueness Is Ontic Vagueness",2016,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/683541","Miriam Schoenfield"
"99","https://openalex.org/W2017629143","Multivalent Semantics for Vagueness and Presupposition",2016,"journal-article","Topoi-an International Review of Philosophy","https://openalex.org/V40710572","https://doi.org/10.1007/s11245-014-9292-1","Benjamin Spector"
"100","https://openalex.org/W2621663954","Pragmatic Maxims and Presumptions in Legal Interpretation",2018,"journal-article","Law and Philosophy","https://openalex.org/V153292947","https://doi.org/10.1007/s10982-017-9306-4","Fabrizio Macagno"
"101","https://openalex.org/W2512191952","Andrei Marmor, .Social Conventions: From Language to Law.Princeton, NJ: Princeton University Press, 2009. Pp. 186. $39.50 (cloth).",2010,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/652488","Kevin Toh"
"102","https://openalex.org/W2973900941","Lying, Misleading, and Dishonesty",2020,"journal-article","The Journal of Ethics","https://openalex.org/V160343789","https://doi.org/10.1007/s10892-019-09314-1","Alex Barber"
"103","https://openalex.org/W3123509879","Constitutive Reasons and Consequences of Expressive Norms",2021,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09705-w","Suryapratim Roy"
"104","https://openalex.org/W3004322454","Proper Names in the Legal Terminology of the English Language",2020,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09683-z","Sergey P. Khizhnyak"
"105","https://openalex.org/W3010730434","Analysis of the Semantic Scope of Two Korean Terms Equivalent to English Court",2020,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09693-x","Emilia Wojtasik-Dziekan"
"106","https://openalex.org/W3016620240","The Dynamics of Euphemisation in Legal Language: An Analysis of Legal Terms Referring to People with Disabilities Used in Poland and Spain",2020,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09699-5","Joanna Nowak-Michalska"
"107","https://openalex.org/W3003263573","Procedural Acts as Double-Conventionalized Acts: Considerations on Conventional Acts Performed in a Courtroom Discourse",2021,"journal-article","International journal for the semiotics of law","https://openalex.org/V2764447599","https://doi.org/10.1007/s11196-020-09681-1","Karolina Gmerek"
"108","https://openalex.org/W3166740116","Asgeirsson, Hrafn. The Nature and Value of Vagueness in Law. Oxford: Hart, 2020. Pp. 216. $90.00 (cloth).",2021,"journal-article","Ethics","https://openalex.org/V184849641","https://doi.org/10.1086/713951","Daniel Wodak"
"109","https://openalex.org/W2581755018","Conscience Exemptions in Medicine: A Hegelian Feminist Perspective",2016,"journal-article","International Journal of Applied Philosophy","https://openalex.org/V183767532","https://doi.org/10.5840/ijap201712577","Victoria I. Burke"
"110","https://openalex.org/W3009134565","Powerlessness and Personalization",2019,"journal-article","International Journal of Applied Philosophy","https://openalex.org/V183767532","https://doi.org/10.5840/ijap202034131","Victoria I. Burke"
"111","https://openalex.org/W2998573253","Secret Law Revisited",2019,"journal-article","Ratio Juris","https://openalex.org/V183135890","https://doi.org/10.1111/raju.12260","Benjamin L. S. Nelson"
"112","https://openalex.org/W2969467152","Discrimination as an Individual Wrong",2019,"journal-article","Oxford Journal of Legal Studies","https://openalex.org/V34110867","https://doi.org/10.1093/ojls/gqz026","Michael P Foran"
"113","https://openalex.org/W2998245270","Religious Accommodation and Disproportionate Burden",2021,"journal-article","Criminal Law and Philosophy","https://openalex.org/V56047584","https://doi.org/10.1007/s11572-019-09522-8","Alan Patten"
"114","https://openalex.org/W3154826912","Prioritizing the Prevention of Early Deaths during Covid-19.",2021,"journal-article","Hastings Center Report","https://openalex.org/V33843192","https://doi.org/10.1002/hast.1245","Govind Persad"
"115","https://openalex.org/W2006996292","Courting Shareholders: The Ethical Implications of Altering Corporate Ownership Structures",2007,"journal-article","Business Ethics Quarterly","https://openalex.org/V9702615","https://doi.org/10.5840/beq20071744","Cynthia Clark Williams"
"116","https://openalex.org/W2082938067","Board composition and corporate philanthropy",1992,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1007/bf00872309","Jia Wang"
"117","https://openalex.org/W1579072499","Comparing big givers and small givers: Financial correlates of corporate philanthropy",2003,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1023/a:1024199411807","Bruce Seifert"
"118","https://openalex.org/W1969096969","Corporate governance predictors of adoption of anti-takeover amendments: An empirical analysis",1993,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1007/bf00882027","Paula L. Rechner"
"119","https://openalex.org/W2078670775","Corporate codes of conduct: A collective conscience and continuum",1990,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1007/bf00382911","Cecily Raiborn"
"120","https://openalex.org/W1988875722","The ethical significance of corporate law",1991,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1007/bf00705878","Jeffrey Nesteruk"
"121","https://openalex.org/W2048025365","The use of “shark repellents” to prevent corporate takeovers: An ethical perspective",1993,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1007/bf00871928","Nancy L. Meade"
"122","https://openalex.org/W1966077469","Corporate responsibility and corporate personhood",1984,"journal-article","Journal of Business Ethics","https://openalex.org/V76633192","https://doi.org/10.1007/bf00381720","Rita C. Manning"
"123","https://openalex.org/W3124109264","Corporate governance: separation of powers and checks and balances in Israeli corporate law",2003,"journal-article","Business Ethics: A European Review","https://openalex.org/V79007945","https://doi.org/10.1111/1467-8608.00327","Yotam Lurie"
