item,id,display_name,ror,country_code,type
https://openalex.org/W2789846730,https://openalex.org/I9360294,University of Bologna,https://ror.org/01111rn36,IT,education
https://openalex.org/W2916017236,https://openalex.org/I7882870,University of Glasgow,https://ror.org/00vtgdb53,GB,education
https://openalex.org/W2916066237,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education
https://openalex.org/W2919578756,https://openalex.org/I8087733,University of Tübingen,https://ror.org/03a1kwz48,DE,education
https://openalex.org/W2988638727,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2988638727,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2988638727,NA,Grupo de Investigación GIDPAD,NA,NA,NA
https://openalex.org/W2936149550,https://openalex.org/I36243813,National University of Colombia,https://ror.org/059yx9a68,CO,education
https://openalex.org/W2936870863,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2936870863,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2936870863,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2939958501,https://openalex.org/I180910786,University of the Republic,https://ror.org/030bbe882,UY,education
https://openalex.org/W2938495589,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2937386811,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2937386811,https://openalex.org/I181028852,Pontifical Bolivarian University,https://ror.org/02dxm8k93,CO,education
https://openalex.org/W2937386811,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2936185923,https://openalex.org/I36243813,National University of Colombia,https://ror.org/059yx9a68,CO,education
https://openalex.org/W2936676888,https://openalex.org/I181028852,Pontifical Bolivarian University,https://ror.org/02dxm8k93,CO,education
https://openalex.org/W2895468006,https://openalex.org/I172787465,University of Concepción,https://ror.org/0460jpj73,CL,education
https://openalex.org/W2895468006,NA,Instituto de Investigaciones Dr. José María Luis Mora,NA,NA,NA
https://openalex.org/W2939020773,https://openalex.org/I205571821,Ibero American University,https://ror.org/05vss7635,MX,education
https://openalex.org/W2936681798,https://openalex.org/I142652706,Autonomous University of Chihuahua,https://ror.org/04mrrw205,MX,education
https://openalex.org/W2936681798,https://openalex.org/I142652706,Autonomous University of Chihuahua,https://ror.org/04mrrw205,MX,education
https://openalex.org/W2936681798,https://openalex.org/I142652706,Autonomous University of Chihuahua,https://ror.org/04mrrw205,MX,education
https://openalex.org/W2940057274,https://openalex.org/I179647637,Universidad Autónoma del Estado de México,https://ror.org/0079gpv38,MX,education
https://openalex.org/W2940057274,https://openalex.org/I205571821,Ibero American University,https://ror.org/05vss7635,MX,education
https://openalex.org/W2938676652,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2938676652,https://openalex.org/I35961687,University of Antioquia,https://ror.org/03bp5hc83,CO,education
https://openalex.org/W2900473969,https://openalex.org/I241749,University of Cambridge,https://ror.org/013meh722,GB,education
https://openalex.org/W2940913356,https://openalex.org/I165932596,National University of Singapore,https://ror.org/01tgyzw49,SG,education
https://openalex.org/W2915458208,https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education
https://openalex.org/W2900557461,https://openalex.org/I91136226,University of Sheffield,https://ror.org/05krs5044,GB,education
https://openalex.org/W2901961196,NA,Department of Legal Studies,NA,NA,NA
https://openalex.org/W2942725941,NA,Internationales Kompetenznetz Allgemeine Rechtstheorie (ART) Arbeitsstelle Zeitschrift Rechtstheorie Nienborgweg 2948161Münster Germany,NA,NA,NA
https://openalex.org/W2943439527,https://openalex.org/I45129253,University College London,https://ror.org/02jx3x895,GB,education
https://openalex.org/W2890829782,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2890829782,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2890829782,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2892313107,https://openalex.org/I4210106163,Corporación Universitaria Minuto de Dios,https://ror.org/01r0dam38,CO,education
https://openalex.org/W2892313107,https://openalex.org/I4210106163,Corporación Universitaria Minuto de Dios,https://ror.org/01r0dam38,CO,education
https://openalex.org/W2892058904,https://openalex.org/I35961687,University of Antioquia,https://ror.org/03bp5hc83,CO,education
https://openalex.org/W2892058904,https://openalex.org/I35961687,University of Antioquia,https://ror.org/03bp5hc83,CO,education
https://openalex.org/W2892089733,NA,Universidad Federal de Uberlândia,NA,NA,NA
https://openalex.org/W2892043024,https://openalex.org/I35961687,University of Antioquia,https://ror.org/03bp5hc83,CO,education
https://openalex.org/W2891424352,https://openalex.org/I4210106163,Corporación Universitaria Minuto de Dios,https://ror.org/01r0dam38,CO,education
https://openalex.org/W2891982743,NA,Fundación Universitaria Claretiana,NA,NA,NA
https://openalex.org/W2891298915,https://openalex.org/I185488668,Estácio S.A.,NA,BR,NA
https://openalex.org/W2891298915,https://openalex.org/I185488668,Estácio S.A.,NA,BR,NA
https://openalex.org/W2891118920,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2889725138,NA,Fundación Universitaria Unimonserrate,NA,NA,NA
https://openalex.org/W2889725138,NA,Fundación Universitaria Unimonserrate,NA,NA,NA
https://openalex.org/W2889725138,NA,Fundación Universitaria Unimonserrate,NA,NA,NA
https://openalex.org/W2889725138,NA,Fundación Universitaria Unimonserrate,NA,NA,NA
https://openalex.org/W2889725138,NA,Fundación Universitaria Unimonserrate,NA,NA,NA
https://openalex.org/W2890145251,NA,Escuela de Policía Carlos E. Restrepo (ESCER),NA,NA,NA
https://openalex.org/W2890644694,https://openalex.org/I119233137,Nicolaus Copernicus University in Toruń,NA,PL,NA
https://openalex.org/W2889615151,https://openalex.org/I183935753,King's College London,https://ror.org/0220mzb33,GB,education
https://openalex.org/W2891285872,https://openalex.org/I32021983,Kiel University,https://ror.org/04v76ef78,DE,education
https://openalex.org/W2890066312,https://openalex.org/I204337017,Aarhus University,https://ror.org/01aj84f44,DK,education
https://openalex.org/W2890066312,https://openalex.org/I180519160,Copenhagen Business School,https://ror.org/04sppb023,DK,education
https://openalex.org/W2889740345,https://openalex.org/I162290304,Sant'Anna School of Advanced Studies,https://ror.org/025602r80,IT,education
https://openalex.org/W2795766232,https://openalex.org/I102322142,"Rutgers, The State University of New Jersey",https://ror.org/05vt9qd57,US,education
https://openalex.org/W2890258117,https://openalex.org/I32021983,Kiel University,https://ror.org/04v76ef78,DE,education
https://openalex.org/W2800727751,https://openalex.org/I36443711,Magna Graecia University,https://ror.org/0530bdk91,IT,education
https://openalex.org/W2800507439,https://openalex.org/I74656192,University of Göttingen,https://ror.org/01y9bpm73,DE,education
https://openalex.org/W2886994561,NA,"12 Manoel da Cruz Póvoa St, Industriários38.442‐024Araguari MG Brasil",NA,NA,NA
https://openalex.org/W2800376573,https://openalex.org/I185261750,University of Toronto,https://ror.org/03dbr7087,CA,education
https://openalex.org/W2801512487,https://openalex.org/I114027177,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,education
https://openalex.org/W2556106974,https://openalex.org/I205783295,Cornell University,https://ror.org/05bnh6r87,US,education
https://openalex.org/W2885057846,https://openalex.org/I5561750,University of Bari Aldo Moro,https://ror.org/027ynra39,IT,education
https://openalex.org/W2787132397,https://openalex.org/I241749,University of Cambridge,https://ror.org/013meh722,GB,education
https://openalex.org/W2793058966,NA,Editor-in-Chief of  Ratio Juris,NA,NA,NA
https://openalex.org/W2794067389,https://openalex.org/I887064364,University of Amsterdam,https://ror.org/04dkp9463,NL,education
https://openalex.org/W2790319487,NA,"Università della Campania “Luigi Vanvitelli”, Dipartimento di Giurisprudenza, via Mazzocchi, 68 (Palazzo Melzi) 81055 Santa Maria C.V. (CE) Italy",NA,NA,NA
https://openalex.org/W2799397087,https://openalex.org/I138689650,University of Padua,https://ror.org/00240q980,IT,education
https://openalex.org/W2789643285,https://openalex.org/I51556381,University of Virginia,https://ror.org/0153tk833,US,education
https://openalex.org/W2793148182,https://openalex.org/I165143802,University of Queensland,https://ror.org/00rqy9422,AU,education
https://openalex.org/W3124248919,https://openalex.org/I138689650,University of Padua,https://ror.org/00240q980,IT,education
https://openalex.org/W2796923462,https://openalex.org/I121797337,Leiden University,https://ror.org/027bh9e22,NL,education
https://openalex.org/W2770965763,https://openalex.org/I28290843,University of Surrey,https://ror.org/00ks66431,GB,education
https://openalex.org/W2770965763,https://openalex.org/I88155538,University of Navarra,https://ror.org/02rxc7m23,ES,education
https://openalex.org/W2779413299,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2779413299,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2779413299,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2783745311,NA,Universitaria Minuto de Dios,NA,NA,NA
https://openalex.org/W2784062496,https://openalex.org/I151201029,National Scientific and Technical Research Council,https://ror.org/03cqe8w59,AR,government
https://openalex.org/W2784377506,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2782111742,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2782111742,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2782111742,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2782111742,NA,Fundación Santa María,NA,NA,NA
https://openalex.org/W2782111742,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2782111742,NA,Fundación Santa María,NA,NA,NA
https://openalex.org/W2781838042,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2781838042,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2781838042,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2783745311,NA,Universitaria Minuto de Dios,NA,NA,NA
https://openalex.org/W2782352079,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2784390367,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2784390367,NA,niversidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2784390367,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2781507527,NA,Universidad de San Buenaventura,NA,NA,NA
https://openalex.org/W2784479398,https://openalex.org/I342859970,Universidad Católica de Oriente,https://ror.org/02pzxyp49,CO,education
https://openalex.org/W2782085470,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2782085470,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2782085470,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2782085470,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2775971451,https://openalex.org/I190082696,Durham University,https://ror.org/01v29qb04,GB,education
https://openalex.org/W2769569590,https://openalex.org/I8961855,National Autonomous University of Mexico,https://ror.org/01tmp8f25,MX,education
https://openalex.org/W2769193416,NA,"School of Law, Law and Social Sciences Building",NA,NA,NA
https://openalex.org/W2777886924,https://openalex.org/I166139236,Balliol College,NA,GB,NA
https://openalex.org/W2776137992,https://openalex.org/I126596746,Jagiellonian University,https://ror.org/03bqmcz70,PL,education
https://openalex.org/W2776137992,https://openalex.org/I126596746,Jagiellonian University,https://ror.org/03bqmcz70,PL,education
https://openalex.org/W2780152240,https://openalex.org/I166337079,Queen Mary University of London,https://ror.org/026zzn846,GB,education
https://openalex.org/W2792792469,NA,Corporación Universitaria IDEAS,NA,NA,NA
https://openalex.org/W2792792469,NA,Corporación Universitaria IDEAS,NA,NA,NA
https://openalex.org/W2792792469,NA,Corporación Universitaria IDEAS,NA,NA,NA
https://openalex.org/W2769129822,https://openalex.org/I28290843,University of Surrey,https://ror.org/00ks66431,GB,education
https://openalex.org/W2793505892,NA,Centro de Atención al Joven Carlos Lleras Restrepo del SRPA,NA,NA,NA
https://openalex.org/W2769053816,https://openalex.org/I141596103,University of Lisbon,https://ror.org/01c27hj86,PT,education
https://openalex.org/W2771008384,https://openalex.org/I80281795,University of Otago,https://ror.org/01jmxt844,NZ,education
https://openalex.org/W2791246415,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2789768159,https://openalex.org/I36243813,National University of Colombia,https://ror.org/059yx9a68,CO,education
https://openalex.org/W2789768159,https://openalex.org/I36243813,National University of Colombia,https://ror.org/059yx9a68,CO,education
https://openalex.org/W2789768159,https://openalex.org/I36243813,National University of Colombia,https://ror.org/059yx9a68,CO,education
https://openalex.org/W2792531498,https://openalex.org/I35961687,University of Antioquia,https://ror.org/03bp5hc83,CO,education
https://openalex.org/W2793355570,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2792031763,https://openalex.org/I8961855,National Autonomous University of Mexico,https://ror.org/01tmp8f25,MX,education
https://openalex.org/W2794146768,https://openalex.org/I80606768,University of Extremadura,https://ror.org/0174shg90,ES,education
https://openalex.org/W2560487097,https://openalex.org/I130238516,University of Minnesota,https://ror.org/017zqws13,US,education
https://openalex.org/W2768594272,https://openalex.org/I56007636,Keele University,https://ror.org/00340yn33,GB,education
https://openalex.org/W2742639438,https://openalex.org/I138908346,Queen's University Faculty of Law,NA,CA,NA
https://openalex.org/W2792803313,https://openalex.org/I63634437,Autonomous University of Madrid,https://ror.org/01cby8j38,ES,education
https://openalex.org/W2743447709,https://openalex.org/I34352273,Maastricht University,https://ror.org/02jz4aj89,NL,education
https://openalex.org/W2564081997,https://openalex.org/I204250578,"University of California, Irvine",https://ror.org/04gyf1771,US,education
https://openalex.org/W2743382246,https://openalex.org/I122140584,Federal University of Rio de Janeiro,https://ror.org/03490as77,BR,education
https://openalex.org/W2789271793,https://openalex.org/I184999862,University of Salamanca,https://ror.org/02f40zc51,ES,education
https://openalex.org/W2951523339,https://openalex.org/I165339363,University of Oviedo,https://ror.org/006gksa02,ES,education
https://openalex.org/W2573377021,https://openalex.org/I4210149266,Institute of Political Science,https://ror.org/05ahnsa78,PL,nonprofit
https://openalex.org/W2795958361,https://openalex.org/I41382782,Pontifical University of Salamanca,https://ror.org/02jj93564,ES,education
https://openalex.org/W2796051414,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2794381066,NA,UNAULA,NA,NA,NA
https://openalex.org/W2561558482,NA,Professor of International LawSchool of LawAchter Sint Pieter 2003512HTUtrecht The Netherlands,NA,NA,NA
https://openalex.org/W2773959496,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2991706873,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W3122290761,https://openalex.org/I166337079,Queen Mary University of London,https://ror.org/026zzn846,GB,education
https://openalex.org/W2743441865,https://openalex.org/I149213910,University of Antwerp,https://ror.org/008x57b05,BE,education
https://openalex.org/W2791523088,NA,UNAULA,NA,NA,NA
https://openalex.org/W2991911785,NA,UNAULA,NA,NA,NA
https://openalex.org/W2887923803,NA,UNAULA.,NA,NA,NA
https://openalex.org/W2774399773,https://openalex.org/I8961855,National Autonomous University of Mexico,https://ror.org/01tmp8f25,MX,education
https://openalex.org/W2769767217,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2802741329,NA,UNAULA,NA,NA,NA
https://openalex.org/W2793992883,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2769879111,NA,Unaula,NA,NA,NA
https://openalex.org/W2794507973,https://openalex.org/I4210150825,Universidad Autónoma Latinoamericana,https://ror.org/05tkb8v92,CO,education
https://openalex.org/W2782356375,https://openalex.org/I24354313,University of Buenos Aires,https://ror.org/0081fs513,AR,education
https://openalex.org/W2748774505,https://openalex.org/I865915315,VU Amsterdam,https://ror.org/008xxew50,NL,education
https://openalex.org/W2748774505,https://openalex.org/I865915315,VU Amsterdam,https://ror.org/008xxew50,NL,education
https://openalex.org/W2614250502,https://openalex.org/I121797337,Leiden University,https://ror.org/027bh9e22,NL,education
https://openalex.org/W2615043198,https://openalex.org/I119003972,Roma Tre University,https://ror.org/05vf0dg29,IT,education
https://openalex.org/W2615043198,https://openalex.org/I95457486,"University of California, Berkeley",https://ror.org/01an7q238,US,education
https://openalex.org/W3121886542,https://openalex.org/I98677209,University of Edinburgh,https://ror.org/01nrxwf90,GB,education
https://openalex.org/W2615737738,https://openalex.org/I9360294,University of Bologna,https://ror.org/01111rn36,IT,education
https://openalex.org/W2561849694,https://openalex.org/I124055696,University of Copenhagen,https://ror.org/035b05819,DK,education
https://openalex.org/W2614688481,https://openalex.org/I187531555,Lund University,https://ror.org/012a77v79,SE,education
https://openalex.org/W2614688481,https://openalex.org/I187531555,Lund University,https://ror.org/012a77v79,SE,education
https://openalex.org/W2586155111,https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education
https://openalex.org/W2508232534,https://openalex.org/I7882870,University of Glasgow,https://ror.org/00vtgdb53,GB,education
https://openalex.org/W1938965486,https://openalex.org/I161593684,Stockholm University,https://ror.org/05f0yaq80,SE,education
