"id","stat_inf_class","Modularity.Class","Label","eigen"
"https://openalex.org/W1574674163",35,5,"Legal Justification by Optimal Coherence",0.0224406299945071
"https://openalex.org/W1574688956",27,12,"Hans Kelsen's Pure Theory of Law: Legality and Legitimacy",0.000207539226384081
"https://openalex.org/W1575619584",24,13,"Frame-based conceptual models of statute law",1.68089398655954e-05
"https://openalex.org/W1576429712",24,0,"Constructing Legal Arguments with Rules in the Legal Knowledge Interchange Format (LKIF)",9.93510490046544e-07
"https://openalex.org/W1577027906",23,12,"Realistic Socio-Legal Theory: Pragmatism and A Social Theory of Law",0.000209323375405783
"https://openalex.org/W1577542310",5,19,"Understanding Criminal Law",1.05760582735492e-05
"https://openalex.org/W1577632295",19,6,"The Fragility of Consensus: Public Reason, Diversity and Stability",1.73171875556974e-05
"https://openalex.org/W1578179010",5,11,"The frontal cortex and the criminal justice system",1.97998590040182e-07
"https://openalex.org/W1579308153",31,7,"Causation in the law",8.68511121938233e-05
"https://openalex.org/W1579449604",13,2,"Justice Beyond Borders: A Global Political Theory",8.30890639888433e-05
"https://openalex.org/W1582040817",22,3,"Statistical Evidence, Sensitivity, and the Legal Value of Knowledge",7.09926635951844e-07
"https://openalex.org/W1582197671",16,12,"Justice for Hedgehogs",0.00429019980344507
"https://openalex.org/W1582972272",5,11,"The Apology Ritual: A Philosophical Theory of Punishment",4.30707583122876e-06
"https://openalex.org/W1583439904",35,5,"International Law's Relative Authority",0.0259335855505484
"https://openalex.org/W1583641956",2,7,"Risks and Wrongs",5.29499305458775e-05
"https://openalex.org/W1584140962",27,12,"Introduction to the Problems of Legal Theory: A Translation of the First Edition of the Reine Rechtslehre or Pure Theory of Law",0.000178164772079726
"https://openalex.org/W1584251685",24,13,"Types and roles of legal ontologies",5.95656273718821e-06
"https://openalex.org/W1584634947",14,0,"Evaluating a Legal Argument Progra: The BankXX Experiments",4.98010405330025e-06
"https://openalex.org/W1586995758",5,19,"Criminal Law: The General Part",5.38904989662575e-06
"https://openalex.org/W1587380778",33,5,"Rhetoric and the Rule of Law: A Theory of Legal Reasoning",0.000204587093738844
"https://openalex.org/W1587641581",29,6,"The rights of others : aliens, residents, and citizens",7.25940118778363e-05
"https://openalex.org/W1587784460",2,7,"The Law of Restitution",2.15426355237304e-05
"https://openalex.org/W1588381368",22,4,"Kant's Doctrine of Right: A Commentary",1.88938763374912e-05
"https://openalex.org/W1588542075",5,11,"Free will and illusion",3.71368038537511e-06
"https://openalex.org/W1588847699",16,17,"The Harm in Hate Speech",2.08556553118836e-05
"https://openalex.org/W1589420562",5,11,"Answering for Crime: Responsibility and Liability in the Criminal Law",9.81887594384939e-05
"https://openalex.org/W1590457391",24,1,"Atrocity, Punishment, and International Law",4.63146472631984e-05
"https://openalex.org/W1590467032",5,19,"Two Conceptions of Emotion in Criminal Law",1.46274406977724e-06
"https://openalex.org/W1592959975",14,0,"Dialectical models in artificial intelligence and law",3.05480337803364e-05
"https://openalex.org/W1593671444",14,0,"DiaLaw: On Legal Justification and Dialogical Models of Argumentation",7.72746644438639e-05
"https://openalex.org/W1593887675",7,12,"Begriff und Geltung des Rechts",0.000344088877689942
"https://openalex.org/W1595012795",12,12,"The Province of Jurisprudence Determined",0.00998869022579426
"https://openalex.org/W1595353434",13,7,"The metaphysics of morals",0.000835062457478783
"https://openalex.org/W1596962160",24,1,"Prosecuting International Crimes: Selectivity and the International Criminal Law Regime",1.54544344424051e-06
"https://openalex.org/W1597236456",5,11,"Moral Repair: Reconstructing Moral Relations after Wrongdoing",1.63561263540494e-06
"https://openalex.org/W1597362725",23,12,"Legal Reasoning and Political Conflict",0.000215085172627736
"https://openalex.org/W1598548519",5,12,"From Normativity to Responsibility",0.000198697099771034
"https://openalex.org/W1600311062",24,13,"A Comparison of Four Ontologies for the Design of Legal Knowledge Systems",1.23784163840518e-05
"https://openalex.org/W1602623594",29,6,"Minorities within Minorities: Multiculturalism and feminism: no simple question, no simple answers",2.95302760976538e-05
"https://openalex.org/W1605421440",33,0,"An Introduction to Legal Reasoning",0.000189305489577534
"https://openalex.org/W1606033122",24,1,"A Theory of Crimes Against Humanity",1.3425231215061e-05
"https://openalex.org/W1607757073",14,0,"On Dialogue Systems with Speech Acts, Arguments, and Counterarguments",4.44983643701215e-06
"https://openalex.org/W1608224782",22,7,"Immanuel Kant: Practical philosophy: The metaphysics of morals (1797)",1.59038289752581e-05
"https://openalex.org/W1616374570",5,11,"A Structured Taxonomy of Responsibility Concepts",6.23274029618463e-07
"https://openalex.org/W162577003",18,9,"Civic Virtues: Rights, Citizenship, and Republican Liberalism",0.000205359791172701
"https://openalex.org/W1636613648",14,0,"Proof Burdens and Standards",1.2766276592744e-05
"https://openalex.org/W1637265009",5,11,"A neuroscientific approach to normative judgment in law and justice",5.24597021937973e-08
"https://openalex.org/W164240929",32,9,"What is Equality? Part 2: Equality of Resources",0.000122112931353492
"https://openalex.org/W164543311",5,11,"The Moral Education Theory of Punishment",9.89396336335262e-05
"https://openalex.org/W1647597836",14,0,"Argument Schemes for Legal Case-based Reasoning",1.56366095178116e-05
"https://openalex.org/W165840446",24,8,"Actions, intentions, and consequences: the doctrine of double effect.",0.00523727749660693
"https://openalex.org/W1660713213",14,0,"Pierson vs. Post RevisitedA Reconstruction using the Carneades Argumentation Framework",6.93076717124843e-06
"https://openalex.org/W1686779877",14,0,"A note on dimensions and factors",7.25146037479108e-05
"https://openalex.org/W169219175",36,9,"Rescuing justice and equality",0.00161638088283985
"https://openalex.org/W1705033826",29,6,"Autonomy and the Challenges to Liberalism: Moral Autonomy and Personal Autonomy",9.5068931509807e-06
"https://openalex.org/W174389237",33,0,"ON ANALOGICAL REASONING",5.5840133867136e-05
"https://openalex.org/W1752804396",24,13,"Epistemology and ontology in core ontologies: FOLaw and LRI-Core, two core ontologies for law",8.65723232369718e-06
"https://openalex.org/W1752934815",24,0,"LegalRuleML: XML-based rules and norms",4.81491980629686e-07
"https://openalex.org/W175463262",25,12,"The concept of a legal system",0.00329473008576371
"https://openalex.org/W1769728822",22,4,"Stellenindex und Konkordanz zum Naturrecht Feyerabend, Teilband I: Einleitung des Naturrechts Feyerabend",3.3865795924816e-06
"https://openalex.org/W177543178",31,9,"Race and Essentialism in Feminist Legal Theory",2.56064837396088e-05
"https://openalex.org/W1783030812",21,9,"The authority of the state",0.00462742070723545
"https://openalex.org/W1784315468",29,7,"Remedies for Expanding Liability",9.42441751444671e-07
"https://openalex.org/W1803159072",14,0,"Modelling Defeasibility in Law: Logic or Procedure?",1.82401866338829e-05
"https://openalex.org/W1814152743",29,6,"Meeting Principles and Lifeworlds Halfway: Jürgen Habermas on the Future of Europe:",8.30031515341126e-06
"https://openalex.org/W1814366986",0,9,"Two Views of Collective Rights",0.000106377781715562
"https://openalex.org/W1814854443",32,9,"Abandoning the Abandonment Objection: Luck Egalitarian Arguments for Public Insurance",1.62345173283515e-05
"https://openalex.org/W181618895",20,8,"An Institutional Theory of Law",0.0254270681441979
"https://openalex.org/W1827110031",24,13,"Use and reuse of legal ontologies in knowledge engineering and information management",1.08334228720082e-05
"https://openalex.org/W1838319998",22,12,"The Idea of Public Law",7.27525046231433e-05
"https://openalex.org/W1843303664",33,5,"The Negotiable Constitution: On the Limitation of Rights",8.92945993731753e-05
"https://openalex.org/W1852989794",5,11,"AFTER INCOMPATIBILISM: A NATURALISTIC DEFENSE OF THE REACTIVE ATTITUDES*",5.60469092209708e-07
"https://openalex.org/W1853490720",5,11,"Free Will and Luck",1.46911989015829e-06
"https://openalex.org/W1859893825",31,2,"A Permissive Theory of Territorial Rights",6.41075894041279e-06
"https://openalex.org/W1861517128",5,11,"Sentencing and criminal justice",5.19289490772896e-06
"https://openalex.org/W1861935076",22,3,"Sensitivity, Causality, and Statistical Evidence in Courts of Law",4.18855710640655e-08
"https://openalex.org/W1871198611",34,2,"Prescribing Institutions Without Ideal Theory",2.5413573895282e-05
"https://openalex.org/W1872390457",29,6,"Democracy Is Not Intrinsically Just",5.65776126432815e-05
"https://openalex.org/W1876069",5,11,"The Relation Between Forward-Looking and Backward-Looking Responsibility",6.45840814916782e-07
"https://openalex.org/W1879898357",14,0,"The Pleadings Game: an exercise in computational dialectics",0.000116140974360678
"https://openalex.org/W1879914892",14,0,"A hybrid rule --- neural approach for the automation of legal reasoning in the discretionary domain of family law in Australia",2.83834812679881e-05
"https://openalex.org/W188032603",13,2,"Severe Poverty as a Human Rights Violation",2.7495533462829e-06
"https://openalex.org/W1882194402",27,11,"The prisoners' dilemma political economy and punishment in contemporary democracies",5.41356547746115e-07
"https://openalex.org/W1885738906",8,12,"Forms Liberate: Reclaiming the Jurisprudence of Lon L Fuller",0.000227713943798802
"https://openalex.org/W1886723030",31,12,"Why people obey the law",0.000378408160226686
"https://openalex.org/W1892499457",24,11,"The Ends of Harm: The Moral Foundations of Criminal Law",3.02983625709238e-05
"https://openalex.org/W1894614310",34,2,"Ideal vs. Non-ideal Theory: A Conceptual Map",7.61927992710492e-05
"https://openalex.org/W1898777572",35,5,"Who is Afraid of Radical Pluralism? Legal Order and Political Stability in the Postnational Space*",0.0202658117466642
"https://openalex.org/W1899358847",34,9,"Legitimacy without the Duty to Obey",0.000326581536456836
"https://openalex.org/W191925210",14,0,"The Carneades Argumentation FrameworkUsing Presumptions and Exceptions to Model Critical Questions",7.9084181613408e-06
"https://openalex.org/W1919878871",2,7,"Fairness versus Welfare",6.94728827355778e-05
"https://openalex.org/W1922540135",16,10,"The concept of human dignity and the realistic utopia of human rights",0.00211565372160063
"https://openalex.org/W1936596455",14,0,"Cognitive Carpentry: A Blueprint for How to Build a Person",5.37971856764622e-05
"https://openalex.org/W1952168506",27,20,"Reasons and Intentions in Law and Practical Agency",0.955286510090606
"https://openalex.org/W1953136326",14,0,"Modeling Legal Argument: Reasoning with Cases and Hypotheticals",0.00011464701933094
"https://openalex.org/W1960628715",31,12,"Robert P. Burns: Kafka’s Law: The Trial and American Criminal Justice",0.000158665945373601
"https://openalex.org/W1963741677",5,11,"MORALITY AND BAD LUCK",1.74850248940732e-07
"https://openalex.org/W1963817009",28,2,"Islands in a sea of obligation: Limits of the duty to rescue",4.76292796887299e-05
"https://openalex.org/W1963876136",33,0,"Politics and International Legal Obligation",1.31421050814037e-05
"https://openalex.org/W1965823236",7,12,"Judicial obligation, precedent and the common law",0.00117631810552614
"https://openalex.org/W1966116708",23,12,"A Guide to Critical Legal Studies",0.000143944887218871
"https://openalex.org/W1966340639",36,9,"Justice as Fairness : A Restatement",0.000308532206627613
"https://openalex.org/W1966379407",14,0,"CABARET: rule interpretation in a hybrid architecture",8.72359327386725e-05
"https://openalex.org/W1966400125",0,9,"On conflicts between rights",0.000515903144935763
"https://openalex.org/W1966835138",24,21,"A simple theory of promising",0.000452620532879749
"https://openalex.org/W1967021445",28,2,"Climate change refugees",0.000110566092599125
"https://openalex.org/W1967260891",10,8,"The Good of Marriage and the Morality of Sexual Relations: Some Philosophical and Historical Observations",0.049849459781618
"https://openalex.org/W1967546946",22,2,"The Ethics of Immigration",1.01931073015522e-05
"https://openalex.org/W1967948272",19,6,"Recent Work on Free Will and Moral Responsibility",1.72685941912473e-05
"https://openalex.org/W1968224599",20,7,"A Theory of Property",8.31552328525538e-05
"https://openalex.org/W1968567610",14,0,"A study of accrual of arguments, with applications to evidential reasoning",8.84963209516121e-06
"https://openalex.org/W1968969966",20,23,"God, Locke, and Equality: Christian Foundations in Locke's Political Thought",7.7501256173502e-05
"https://openalex.org/W1969728099",28,2,"Global Distributive Justice and the State",1.38101179912578e-05
"https://openalex.org/W1970380565",32,9,"On the Currency of Egalitarian Justice",0.00138571030819008
"https://openalex.org/W1970817927",2,7,"The evolution of common law",1.79654329877377e-05
"https://openalex.org/W1971233474",5,11,"Punishment: the supposed justifications",1.12875766787998e-05
"https://openalex.org/W1972204416",16,10,"The Vacuous Concept of Dignity",2.19921912288065e-05
"https://openalex.org/W1972337522",14,0,"Legal reasoning with argumentation schemes",1.06129732610229e-05
"https://openalex.org/W1972471114",16,2,"The Justification of Human Rights and the Basic Right to Justification. A Reflexive Approach",6.63043456135081e-05
"https://openalex.org/W1972753218",14,0,"Dialectic semantics for argumentation frameworks",3.51003860377827e-06
"https://openalex.org/W1973317916",29,6,"Justification, coercion, and the place of public reason",9.007673042525e-06
"https://openalex.org/W1973380483",5,11,"Responsibility Without Blame: Empathy and the Effective Treatment of Personality Disorder.",5.13076899420117e-07
"https://openalex.org/W1973550469",20,12,"An Introduction to International Institutional Law",6.87364325172585e-06
"https://openalex.org/W1973765901",20,9,"The Science of a Legislator: The Natural Jurisprudence of David Hume and Adam Smith",1.08972395140879e-05
"https://openalex.org/W1974009048",10,10,"Does Free Exercise of Religion Deserve Constitutional Mention",0.000260486441472537
"https://openalex.org/W1975154664",5,11,"Giving desert its due",3.87883560669157e-06
"https://openalex.org/W1975192395",10,8,"In defense of natural law",0.000309186641485665
