X.2,X.1,item,position,id,name,X,group
29,142,https://openalex.org/W2046984821,first,https://openalex.org/A2599194942,Robert Alexy,NA,NA
30,151,https://openalex.org/W628295875,first,https://openalex.org/A1939740618,Alfred R. Mele,NA,NA
31,152,https://openalex.org/W1975012791,first,https://openalex.org/A1986863822,Marion Godman,NA,NA
32,153,https://openalex.org/W1975012791,last,https://openalex.org/A2162147346,Anneli Jefferson,NA,NA
33,157,https://openalex.org/W1995846581,first,https://openalex.org/A2094177062,Dana Kay Nelkin,NA,NA
34,158,https://openalex.org/W1995846581,last,https://openalex.org/A349134992,Samuel C. Rickless,NA,NA
35,159,https://openalex.org/W2013918566,first,https://openalex.org/A1717367717,Fiery Cushman,NA,NA
36,160,https://openalex.org/W1984201561,first,https://openalex.org/A2234383159,William Smith,NA,NA
37,162,https://openalex.org/W2062086344,first,https://openalex.org/A2144154685,Peter Jones,NA,NA
38,165,https://openalex.org/W2064781027,first,https://openalex.org/A2131522837,David Shoemaker,NA,NA
39,166,https://openalex.org/W2089927079,first,https://openalex.org/A2146949738,Peter A. French,NA,NA
40,168,https://openalex.org/W2125413245,first,https://openalex.org/A2037515490,Nicole A. Vincent,NA,NA
41,169,https://openalex.org/W3124662247,first,https://openalex.org/A2437087323,R. A. Duff,NA,NA
42,171,https://openalex.org/W2019055078,first,https://openalex.org/A2104163316,Michael S. Moore,NA,NA
43,172,https://openalex.org/W2018932464,first,https://openalex.org/A1939740618,Alfred R. Mele,NA,NA
44,173,https://openalex.org/W1517830819,first,https://openalex.org/A2155516799,Larry Alexander,NA,NA
45,174,https://openalex.org/W1517830819,last,https://openalex.org/A79575837,Kimberly Kessler Ferzan,NA,NA
46,175,https://openalex.org/W2052671436,first,https://openalex.org/A2411128583,Holly M. Smith,NA,NA
47,176,https://openalex.org/W3123292543,first,https://openalex.org/A2037515490,Nicole A. Vincent,NA,NA
48,177,https://openalex.org/W3122164896,first,https://openalex.org/A2659830822,Kenneth W. Simons,NA,NA
49,181,https://openalex.org/W1972411919,first,https://openalex.org/A2127808810,Jeffrie G. Murphy,NA,NA
50,191,https://openalex.org/W2944545279,first,https://openalex.org/A2602760030,Gabriele Badano,NA,NA
51,192,https://openalex.org/W2944545279,last,https://openalex.org/A12418788,Matteo Bonotti,NA,NA
52,200,https://openalex.org/W2522640911,first,https://openalex.org/A2155516799,Larry Alexander,NA,NA
53,201,https://openalex.org/W2522640911,middle,https://openalex.org/A2489545130,Heidi M. Hurd,NA,NA
54,202,https://openalex.org/W2522640911,last,https://openalex.org/A2073826939,Peter Westen,NA,NA
55,204,https://openalex.org/W3121828640,first,https://openalex.org/A2703487085,Alec D. Walen,NA,NA
56,206,https://openalex.org/W2172106358,first,https://openalex.org/A298799854,Sarah Sorial,NA,NA
57,207,https://openalex.org/W2151067817,first,https://openalex.org/A1992013557,Adam Hosein,NA,NA
58,208,https://openalex.org/W3125259036,first,https://openalex.org/A1982024620,Frederick Schauer,NA,NA
59,212,https://openalex.org/W162186689,first,https://openalex.org/A1821348646,Aldo Schiavello,NA,NA
60,214,https://openalex.org/W2068516104,first,https://openalex.org/A2146478276,S. Matthew Liao,NA,NA
61,215,https://openalex.org/W2041016410,first,https://openalex.org/A2530650884,Derek J. Ettinger,NA,NA
62,216,https://openalex.org/W3123863113,first,https://openalex.org/A2317604004,Re'em Segev,NA,NA
63,217,https://openalex.org/W2013267487,first,https://openalex.org/A2122753753,Joel Anderson,NA,NA
64,218,https://openalex.org/W2013267487,last,https://openalex.org/A2126171981,Rutger Claassen,NA,NA
65,223,https://openalex.org/W2088811804,first,https://openalex.org/A272251865,Ori J. Herstein,NA,NA
66,224,https://openalex.org/W3124337551,first,https://openalex.org/A2105904818,Mark J. Bennett,NA,NA
67,230,https://openalex.org/W2102389070,first,https://openalex.org/A1696433923,David Ellerman,NA,NA
68,238,https://openalex.org/W2076011843,first,https://openalex.org/A43322824,Andrew Botterell,NA,NA
69,239,https://openalex.org/W3121890212,first,https://openalex.org/A2200502605,Michael S. Pardo,NA,NA
70,240,https://openalex.org/W3121890212,last,https://openalex.org/A2097334593,Ronald J. Allen,NA,NA
71,242,https://openalex.org/W2129464959,first,https://openalex.org/A2040959941,Paul Litton,NA,NA
72,243,https://openalex.org/W3124325979,first,https://openalex.org/A2317604004,Re'em Segev,NA,NA
73,244,https://openalex.org/W1574666436,first,https://openalex.org/A2155516799,Larry Alexander,NA,NA
74,245,https://openalex.org/W1574666436,last,https://openalex.org/A2463101889,Emily Sherwin,NA,NA
75,248,https://openalex.org/W3124103069,first,https://openalex.org/A1658712702,Christopher F. Zurn,NA,NA
76,250,https://openalex.org/W3122057681,first,https://openalex.org/A2152632125,Bruce Chapman,NA,NA
77,251,https://openalex.org/W2321821139,first,https://openalex.org/A32455549,Brian Skyrms,NA,NA
78,252,https://openalex.org/W2046545429,first,https://openalex.org/A1997953091,Robert Sugden,NA,NA
79,253,https://openalex.org/W1967891960,first,https://openalex.org/A2155516799,Larry Alexander,NA,NA
80,254,https://openalex.org/W3139129653,first,https://openalex.org/A2070295757,Friedrich A. von Hayek,NA,NA
81,256,https://openalex.org/W1997545782,first,https://openalex.org/A2531895459,Scott Altman,NA,NA
82,283,https://openalex.org/W2327897187,first,https://openalex.org/A2942848043,Vincent Luizzi,NA,NA
83,284,https://openalex.org/W2327897187,last,https://openalex.org/A2224669065,David Luban,NA,NA
84,288,https://openalex.org/W2327095970,first,https://openalex.org/A2634071151,Clifford Anderson,NA,NA
85,289,https://openalex.org/W2327095970,last,https://openalex.org/A2331302468,Mark Sagoff,NA,NA
86,291,https://openalex.org/W1965708235,first,https://openalex.org/A2583852958,Laurence D. Houlgate,NA,NA
87,296,https://openalex.org/W2319616053,first,https://openalex.org/A2994711641,Eugenio Bulygin,NA,NA
88,302,https://openalex.org/W2318032586,first,https://openalex.org/A2636626596,Jeffrey Blustein,NA,NA
89,303,https://openalex.org/W2318032586,last,https://openalex.org/A2327142172,James S. Fishkin,NA,NA
90,315,https://openalex.org/W1966254084,first,https://openalex.org/A1906171208,Neil MacCormick,NA,NA
91,317,https://openalex.org/W2028739023,first,https://openalex.org/A2422428097,Anthony Kenny,NA,NA
92,323,https://openalex.org/W2163952065,first,https://openalex.org/A2099380708,A. W. B. Simpson,NA,NA
93,327,https://openalex.org/W1764603341,first,https://openalex.org/A2718549405,Earl E. Shelp,NA,NA
94,349,https://openalex.org/W3123885751,first,https://openalex.org/A2212374755,David Enoch,NA,NA
95,350,https://openalex.org/W3123885751,last,https://openalex.org/A172372313,Levi Spectre,NA,NA
96,352,https://openalex.org/W1974448158,first,https://openalex.org/A2117400521,Adam Rigoni,NA,NA
97,353,https://openalex.org/W2324888246,first,https://openalex.org/A1901962020,Alex Broadbent,NA,NA
98,355,https://openalex.org/W2170244904,first,https://openalex.org/A188550374,John F. Horty,NA,NA
99,357,https://openalex.org/W3124988724,first,https://openalex.org/A2200502605,Michael S. Pardo,NA,NA
100,358,https://openalex.org/W2023757964,first,https://openalex.org/A1901962020,Alex Broadbent,NA,NA
101,359,https://openalex.org/W3121990328,first,https://openalex.org/A2194020992,Mike Redmayne,NA,NA
102,362,https://openalex.org/W2167187158,first,https://openalex.org/A2237240092,Evan Simpson,NA,NA
103,364,https://openalex.org/W2138293185,first,https://openalex.org/A2263921891,Julie Dickson,NA,NA
104,365,https://openalex.org/W2160361145,first,https://openalex.org/A188550374,John F. Horty,NA,NA
105,366,https://openalex.org/W1968000461,first,https://openalex.org/A1437678588,Stephen Kershnar,NA,NA
106,367,https://openalex.org/W2054237219,first,https://openalex.org/A2314711307,Frances Kamm,NA,NA
107,368,https://openalex.org/W2148767016,first,https://openalex.org/A2162675658,David O. Brink,NA,NA
108,369,https://openalex.org/W3125668854,first,https://openalex.org/A2150506936,Matthew D. Adler,NA,NA
109,370,https://openalex.org/W3125668854,last,https://openalex.org/A3214278840,Michael C. Dorf,NA,NA
110,372,https://openalex.org/W1967124739,first,https://openalex.org/A2155516799,Larry Alexander,NA,NA
111,399,https://openalex.org/W3038119851,first,https://openalex.org/A2493254835,Mark McBride,NA,NA
112,407,https://openalex.org/W2973222951,first,https://openalex.org/A2966419781,Charles Delmotte,NA,NA
113,423,https://openalex.org/W2914493244,first,https://openalex.org/A2395546159,Vito De Lucia,NA,NA
114,434,https://openalex.org/W2887072806,first,https://openalex.org/A2761601023,Donald Bello Hutt,NA,NA
115,440,https://openalex.org/W2809812107,first,https://openalex.org/A2189955571,Federico Picinali,NA,NA
116,446,https://openalex.org/W3123794110,first,https://openalex.org/A2251648529,Marcin Matczak,NA,NA
117,450,https://openalex.org/W2787204834,first,https://openalex.org/A2079842843,Dorota Mokrosinska,NA,NA
118,459,https://openalex.org/W3124890643,first,https://openalex.org/A2343016030,Thomas Bustamante,NA,NA
119,460,https://openalex.org/W2740591603,first,https://openalex.org/A2638316452,Shai Stern,NA,NA
120,465,https://openalex.org/W2586636145,first,https://openalex.org/A2669203442,Alexander Brown,NA,NA
121,472,https://openalex.org/W2493880947,first,https://openalex.org/A2087853711,Luigi Corrias,NA,NA
122,475,https://openalex.org/W2490623621,first,https://openalex.org/A2669203442,Alexander Brown,NA,NA
123,482,https://openalex.org/W2586887456,first,https://openalex.org/A2586354309,Eric J. Scarffe,NA,NA
124,485,https://openalex.org/W2282623703,first,https://openalex.org/A2313833483,Alain Zysset,NA,NA
125,486,https://openalex.org/W2469236851,first,https://openalex.org/A2222056571,Mikhaïl Xifaras,NA,NA
126,487,https://openalex.org/W2340462971,first,https://openalex.org/A2340066448,Sylvia Rich,NA,NA
127,489,https://openalex.org/W3121979388,first,https://openalex.org/A2315947203,Ronit Levine-Schnur,NA,NA
128,490,https://openalex.org/W3121979388,last,https://openalex.org/A2767433521,Avigail Ferdman,NA,NA
129,492,https://openalex.org/W3121499959,first,https://openalex.org/A2634108212,Ram Rivlin,NA,NA
130,493,https://openalex.org/W3124477665,first,https://openalex.org/A2195431882,Oren Perez,NA,NA
131,494,https://openalex.org/W1730714628,first,https://openalex.org/A1976245505,Eoin Daly,NA,NA
132,496,https://openalex.org/W3125036682,first,https://openalex.org/A2616697434,Miodrag A. Jovanovic,NA,NA
133,508,https://openalex.org/W3124414922,first,https://openalex.org/A17055976,Stefano Bertea,NA,NA
134,511,https://openalex.org/W2586820871,first,https://openalex.org/A2706417626,Liat Levanon,NA,NA
135,515,https://openalex.org/W2586157681,first,https://openalex.org/A2274129517,James Penner,NA,NA
136,516,https://openalex.org/W3123387107,first,https://openalex.org/A2289691069,John D. Haskell,NA,NA
137,520,https://openalex.org/W3125063313,first,https://openalex.org/A2689913760,Michael Coyle,NA,NA
138,521,https://openalex.org/W3123328640,first,https://openalex.org/A2162832433,Mariano Croce,NA,NA
139,523,https://openalex.org/W3122071959,first,https://openalex.org/A2249407148,Nahshon Perez,NA,NA
140,524,https://openalex.org/W3124489848,first,https://openalex.org/A174529756,Liav Orgad,NA,NA
141,526,https://openalex.org/W2586340792,first,https://openalex.org/A2651144536,Gordon Christie,NA,NA
142,527,https://openalex.org/W3125472800,first,https://openalex.org/A2526058557,Toby Rollo,NA,NA
143,531,https://openalex.org/W2279373688,first,https://openalex.org/A2649199327,Victoria Freeman,NA,NA
144,532,https://openalex.org/W3121439475,first,https://openalex.org/A2617733119,Francisco J. Urbina,NA,NA
145,538,https://openalex.org/W3123735750,first,https://openalex.org/A2061611327,Dan Priel,NA,NA
146,541,https://openalex.org/W3123020416,first,https://openalex.org/A2112418070,Yasmin Dawood,NA,NA
147,543,https://openalex.org/W3125382119,first,https://openalex.org/A2586268939,Helen H.L. Cheng,NA,NA
148,544,https://openalex.org/W3122049224,first,https://openalex.org/A2893725441,Ming-Sung Kuo,NA,NA
149,547,https://openalex.org/W3122614890,first,https://openalex.org/A2578291808,Stephen A. Smith,NA,NA
150,549,https://openalex.org/W3125882759,first,https://openalex.org/A2789578046,Emmanuel Voyiakis,NA,NA
151,552,https://openalex.org/W3124275703,first,https://openalex.org/A2097000592,Christopher Essert,NA,NA
152,553,https://openalex.org/W2497645772,first,https://openalex.org/A2558634513,David Dyzenhaus,NA,NA
153,554,https://openalex.org/W3123992688,first,https://openalex.org/A2978817094,Martin J. Stone,NA,NA
154,556,https://openalex.org/W3125299163,first,https://openalex.org/A2256749409,N. W. Sage,NA,NA
155,557,https://openalex.org/W2488337917,first,https://openalex.org/A2628483831,Michael Milde,NA,NA
156,560,https://openalex.org/W3121953605,first,https://openalex.org/A1983749965,Jeffrey Goldsworthy,NA,NA
157,561,https://openalex.org/W2497275013,first,https://openalex.org/A2240316808,Julen Etxabe,NA,NA
158,562,https://openalex.org/W3122924978,first,https://openalex.org/A2646850313,Charles-Maxime Panaccio,NA,NA
159,563,https://openalex.org/W1958529745,first,https://openalex.org/A2800104944,Georgios Pavlakos,NA,NA
160,564,https://openalex.org/W2478177955,first,https://openalex.org/A2555859626,Jeremy Waldron,NA,NA
161,566,https://openalex.org/W3125232704,first,https://openalex.org/A272251865,Ori J. Herstein,NA,NA
162,570,https://openalex.org/W3122417052,first,https://openalex.org/A2032900301,Grégoire Webber,NA,NA
163,571,https://openalex.org/W3125728177,first,https://openalex.org/A1978528997,Pavlos Eleftheriadis,NA,NA
164,575,https://openalex.org/W3121361097,first,https://openalex.org/A2582597283,Bradley W. Miller,NA,NA
165,578,https://openalex.org/W3124889997,first,https://openalex.org/A2317455915,T. R. S. Allan,NA,NA
166,580,https://openalex.org/W3131429476,first,https://openalex.org/A2155516799,Larry Alexander,NA,NA
167,583,https://openalex.org/W3122620988,first,https://openalex.org/A2061611327,Dan Priel,NA,NA
168,585,https://openalex.org/W3122790172,first,https://openalex.org/A2680937442,Benjamin L. Berger,NA,NA
169,589,https://openalex.org/W3122418402,first,https://openalex.org/A2307486576,Graham Hudson,NA,NA
170,591,https://openalex.org/W3122387763,first,https://openalex.org/A2131858435,Avihay Dorfman,NA,NA
171,593,https://openalex.org/W2483199939,first,https://openalex.org/A2095708612,Ian B. Lee,NA,NA
172,594,https://openalex.org/W2478824139,first,https://openalex.org/A132120862,Tamar Meisels,NA,NA
173,597,https://openalex.org/W3121868815,first,https://openalex.org/A2024837492,Dimitrios Kyritsis,NA,NA
174,598,https://openalex.org/W3123489804,first,https://openalex.org/A2344430196,Eric Heinze,NA,NA
175,599,https://openalex.org/W3121667415,first,https://openalex.org/A43322824,Andrew Botterell,NA,NA
176,601,https://openalex.org/W3121321279,first,https://openalex.org/A2709297167,Andrew F. Sunter,NA,NA
177,603,https://openalex.org/W3122501475,first,https://openalex.org/A318961921,Veronica Rodriguez-Blanco,NA,NA
178,606,https://openalex.org/W2289547698,first,https://openalex.org/A2080359896,Francesco Giglio,NA,NA
179,607,https://openalex.org/W2506960671,first,https://openalex.org/A2191769129,Lorenzo Zucca,NA,NA
180,609,https://openalex.org/W2492735448,first,https://openalex.org/A2629114568,Andrei Marmor,NA,NA
181,610,https://openalex.org/W3123176427,first,https://openalex.org/A2117015596,Daniel Ohana,NA,NA
182,611,https://openalex.org/W3122769780,first,https://openalex.org/A2063466544,Philip Soper,NA,NA
183,612,https://openalex.org/W2284105538,first,https://openalex.org/A2061611327,Dan Priel,NA,NA
184,614,https://openalex.org/W3123251767,first,https://openalex.org/A2179706273,Kok-Chor Tan,NA,NA
185,615,https://openalex.org/W3124647534,first,https://openalex.org/A2102058096,David A. Reidy,NA,NA
186,616,https://openalex.org/W3126085605,first,https://openalex.org/A2796761359,Simon Caney,NA,NA
187,620,https://openalex.org/W3125469125,first,https://openalex.org/A205311926,Khalid Ghanayim,NA,NA
188,622,https://openalex.org/W3124201475,first,https://openalex.org/A2257384335,Catherine Valcke,NA,NA
189,623,https://openalex.org/W3124697167,first,https://openalex.org/A2149979195,Andrew Halpin,NA,NA
190,624,https://openalex.org/W3123534600,first,https://openalex.org/A2604837568,Wil Waluchow,NA,NA
191,627,https://openalex.org/W3121789266,first,https://openalex.org/A2655745282,Nigel Simmonds,NA,NA
192,631,https://openalex.org/W3125463881,first,https://openalex.org/A2274129517,James Penner,NA,NA
193,632,https://openalex.org/W3122160887,first,https://openalex.org/A2674669259,David G. Duff,NA,NA
194,633,https://openalex.org/W3122230418,first,https://openalex.org/A2487427645,Michael A. Livingston,NA,NA
195,634,https://openalex.org/W3122578132,first,https://openalex.org/A2602073614,Kirk J. Stark,NA,NA
196,636,https://openalex.org/W3125227633,first,https://openalex.org/A2122854797,Richard A. Epstein,NA,NA
197,637,https://openalex.org/W3122413219,first,https://openalex.org/A894805773,Marjorie E. Kornhauser,NA,NA
198,639,https://openalex.org/W3122472273,first,https://openalex.org/A1323055540,Arthur Ripstein,NA,NA
199,640,https://openalex.org/W3122162162,first,https://openalex.org/A2558634513,David Dyzenhaus,NA,NA
200,641,https://openalex.org/W3123237939,first,https://openalex.org/A2604044852,Richard Burchill,NA,NA
201,642,https://openalex.org/W3124373949,first,https://openalex.org/A2762790433,Oliver Gerstenberg,NA,NA
202,643,https://openalex.org/W3121381743,first,https://openalex.org/A2892852907,William E. Scheuerman,NA,NA
203,644,https://openalex.org/W3124778984,first,https://openalex.org/A2125338919,John Morison,NA,NA
204,646,https://openalex.org/W2223128576,first,https://openalex.org/A2567530875,Brian Fitzgerald,NA,NA
205,648,https://openalex.org/W3124397254,first,https://openalex.org/A2183811348,Hamish Stewart,NA,NA
206,649,https://openalex.org/W3124180284,first,https://openalex.org/A2559635826,Thomas Roberts,NA,NA
207,650,https://openalex.org/W3124590163,first,https://openalex.org/A194141929,Tsachi Keren-Paz,NA,NA
208,652,https://openalex.org/W3121900871,first,https://openalex.org/A2154688629,Aileen Kavanagh,NA,NA
209,653,https://openalex.org/W3124511107,first,https://openalex.org/A2120159777,Michael Giudice,NA,NA
210,654,https://openalex.org/W3123289434,first,https://openalex.org/A921952514,Abraham Drassinower,NA,NA
211,655,https://openalex.org/W3124138143,first,https://openalex.org/A2662458778,Michael M'Gonigle,NA,NA
212,658,https://openalex.org/W3122776345,first,https://openalex.org/A2705839901,Reem Bahdi,NA,NA
213,659,https://openalex.org/W3125029819,first,https://openalex.org/A2460740195,Brenda Cossman,NA,NA
214,661,https://openalex.org/W3121135238,first,https://openalex.org/A3124815896,William A. Edmundson,NA,NA
215,662,https://openalex.org/W3122784411,first,https://openalex.org/A2553077580,Emran Mian,NA,NA
216,663,https://openalex.org/W3122031206,first,https://openalex.org/A2126539329,Sean Coyle,NA,NA
217,666,https://openalex.org/W2098693267,first,https://openalex.org/A2629114568,Andrei Marmor,NA,NA
218,670,https://openalex.org/W3122763191,first,https://openalex.org/A2154669241,Avner Levin,NA,NA
219,673,https://openalex.org/W3121482413,first,https://openalex.org/A2633815245,Christopher Nowlin,NA,NA
220,674,https://openalex.org/W3121667437,first,https://openalex.org/A3124231449,Amnon Reichman,NA,NA
221,676,https://openalex.org/W3123434233,first,https://openalex.org/A2201576805,Matthew H. Kramer,NA,NA
222,677,https://openalex.org/W3123268031,first,https://openalex.org/A3125162165,Chaim Gans,NA,NA
223,678,https://openalex.org/W3123519593,first,https://openalex.org/A2725606691,Nathalie Des Rosiers,NA,NA
224,679,https://openalex.org/W3123691632,first,https://openalex.org/A2547063885,Sujit Choudhry,NA,NA
225,680,https://openalex.org/W3123691632,last,https://openalex.org/A1822906552,Robert Howse,NA,NA
226,683,https://openalex.org/W2502850426,first,https://openalex.org/A2118670024,Bradley Bryan,NA,NA
227,684,https://openalex.org/W2485035099,first,https://openalex.org/A2662827870,Jean-François Gaudreault-DesBiens,NA,NA
228,687,https://openalex.org/W2478532599,first,https://openalex.org/A2892585552,Alex Wellington,NA,NA
229,690,https://openalex.org/W2217126030,first,https://openalex.org/A2312456017,Ken Kress,NA,NA
230,692,https://openalex.org/W2288677144,first,https://openalex.org/A2106298867,Rae Langton,NA,NA
231,693,https://openalex.org/W2494597557,first,https://openalex.org/A2775922672,Olufemi Taiwo,NA,NA
232,694,https://openalex.org/W2208843624,first,https://openalex.org/A2201576805,Matthew H. Kramer,NA,NA
233,695,https://openalex.org/W2219015637,first,https://openalex.org/A2629114568,Andrei Marmor,NA,NA
234,696,https://openalex.org/W2497202765,first,https://openalex.org/A2555859626,Jeremy Waldron,NA,NA
235,697,https://openalex.org/W2199425323,first,https://openalex.org/A2299326928,Brian H. Bix,NA,NA
236,698,https://openalex.org/W2306435137,first,https://openalex.org/A2149959337,Leslie Green,NA,NA
237,699,https://openalex.org/W2475963278,first,https://openalex.org/A127247558,Brian Orend,NA,NA
238,700,https://openalex.org/W2461124158,first,https://openalex.org/A2466399669,Lisa Micucci,NA,NA
239,701,https://openalex.org/W3121404573,first,https://openalex.org/A2099376991,Stephen M. Sheppard,NA,NA
240,704,https://openalex.org/W2202830537,first,https://openalex.org/A2588668597,Jason Neyers,NA,NA
241,705,https://openalex.org/W2502122736,first,https://openalex.org/A2183811348,Hamish Stewart,NA,NA
242,706,https://openalex.org/W2479705848,first,https://openalex.org/A2250260130,Alon Harel,NA,NA
243,709,https://openalex.org/W2500340061,first,https://openalex.org/A2128615059,Brenda M. Baker,NA,NA
244,710,https://openalex.org/W2501298882,first,https://openalex.org/A2627565018,Nathan Brett,NA,NA
245,711,https://openalex.org/W2491483235,first,https://openalex.org/A2014831855,Nicola Lacey,NA,NA
246,712,https://openalex.org/W2497552771,first,https://openalex.org/A2567955678,Jean Hampton,NA,NA
247,713,https://openalex.org/W2490126730,first,https://openalex.org/A2107071133,Jeremy Horder,NA,NA
248,714,https://openalex.org/W2500852618,first,https://openalex.org/A2487173970,S. E. Marshall,NA,NA
249,715,https://openalex.org/W2500852618,last,https://openalex.org/A2437087323,R. A. Duff,NA,NA
250,716,https://openalex.org/W2488061924,first,https://openalex.org/A2020872760,Dennis Klimchuk,NA,NA
251,717,https://openalex.org/W2493734768,first,https://openalex.org/A2097926583,Joseph Heath,NA,NA
252,719,https://openalex.org/W2504542738,first,https://openalex.org/A2794438776,Hilliard Aronovitch,NA,NA
253,720,https://openalex.org/W1581719355,first,https://openalex.org/A2655879351,Jay Conison,NA,NA
254,721,https://openalex.org/W2491371518,first,https://openalex.org/A2633039780,Itzhak Kugler,NA,NA
255,723,https://openalex.org/W2493640834,first,https://openalex.org/A2511627782,Thomas W. Simon,NA,NA
256,724,https://openalex.org/W2498511635,first,https://openalex.org/A2484331473,Mark Warren Bailey,NA,NA
257,725,https://openalex.org/W1676816886,first,https://openalex.org/A2641171240,Catherine Dauvergne,NA,NA
258,726,https://openalex.org/W2489881167,first,https://openalex.org/A1921843879,Don E. Scheid,NA,NA
259,727,https://openalex.org/W2479617784,first,https://openalex.org/A1822906552,Robert Howse,NA,NA
260,728,https://openalex.org/W2490280856,first,https://openalex.org/A2675216937,Ingeborg Maus,NA,NA
261,729,https://openalex.org/W2505250131,first,https://openalex.org/A2708655687,Heiner Bielefeldt,NA,NA
262,730,https://openalex.org/W2108522631,first,https://openalex.org/A2670760108,Ernst-Wolfgang Böckenförde,NA,NA
263,731,https://openalex.org/W2476510892,first,https://openalex.org/A2558634513,David Dyzenhaus,NA,NA
264,732,https://openalex.org/W2284592818,first,https://openalex.org/A2155036316,Jeffrey Seitzer,NA,NA
265,733,https://openalex.org/W2477474155,first,https://openalex.org/A119243911,Dominique Leydet,NA,NA
266,735,https://openalex.org/W2198262632,first,https://openalex.org/A667162652,Chantal Mouffe,NA,NA
267,736,https://openalex.org/W2488052566,first,https://openalex.org/A2722299164,Ellen Kennedy,NA,NA
268,737,https://openalex.org/W2488213963,first,https://openalex.org/A2711264954,Renato Cristi,NA,NA
269,738,https://openalex.org/W2502990327,first,https://openalex.org/A2043390883,John P. McCormick,NA,NA
270,739,https://openalex.org/W2484092780,first,https://openalex.org/A2892852907,William E. Scheuerman,NA,NA
271,742,https://openalex.org/W2478286814,first,https://openalex.org/A2107266354,Stephen R. Perry,NA,NA
272,743,https://openalex.org/W35172197,first,https://openalex.org/A3124139275,Martin Stone,NA,NA
273,744,https://openalex.org/W3123725966,first,https://openalex.org/A2134951196,Alex Stein,NA,NA
274,747,https://openalex.org/W2606053058,first,https://openalex.org/A2690400666,Gavin MacKenzie,NA,NA
275,748,https://openalex.org/W2278384230,first,https://openalex.org/A2586925524,Donald E. Buckingham,NA,NA
276,751,https://openalex.org/W3014444300,first,https://openalex.org/A3014374411,Susan P. Koniak,NA,NA
277,754,https://openalex.org/W3124496209,first,https://openalex.org/A2097246582,Margaret Ann Wilkinson,NA,NA
278,755,https://openalex.org/W3124496209,middle,https://openalex.org/A3141363689,Peter Mercer,NA,NA
279,756,https://openalex.org/W3124496209,last,https://openalex.org/A2509420762,Terra Strong,NA,NA
280,757,https://openalex.org/W1494588692,first,https://openalex.org/A2491772992,Laura S. Underkuffler,NA,NA
281,758,https://openalex.org/W3020974685,first,https://openalex.org/A2911886506,Alice Woolley,NA,NA
282,761,https://openalex.org/W1526940746,first,https://openalex.org/A2708865875,Douglas Litowitz,NA,NA
